location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Bonaire Sint Eustatius and Saba,2021-04-09,"Moderna, Pfizer/BioNTech",7391,https://covid19.who.int/,5726,1665
