location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
France,2021-06-11,18,24,33.09,3.8
France,2021-06-11,25,49,42.57,8.96
France,2021-06-11,50,59,64.35,22.9
France,2021-06-11,60,69,74.87,41.6
France,2021-06-11,70,79,87.8,68.16
France,2021-06-11,80,,78.59,65.95
France,2021-06-18,18,24,37.96,5.36
France,2021-06-18,25,49,46.64,12.36
France,2021-06-18,50,59,66.71,28.88
France,2021-06-18,60,69,76.24,49.48
France,2021-06-18,70,79,88.65,72.75
France,2021-06-18,80,,79.21,67.97
France,2021-06-25,18,24,41.74,9.01
France,2021-06-25,25,49,49.41,17.66
France,2021-06-25,50,59,68.41,37.24
France,2021-06-25,60,69,77.27,55.43
France,2021-06-25,70,79,89.3,76.06
France,2021-06-25,80,,79.69,69.58
France,2021-07-02,18,24,44.98,14.44
France,2021-07-02,25,49,51.73,24.02
France,2021-07-02,50,59,69.95,45.11
France,2021-07-02,60,69,78.24,60.5
France,2021-07-02,70,79,89.91,78.68
France,2021-07-02,80,,80.14,70.97
France,2021-07-09,18,24,48.19,20.48
France,2021-07-09,25,49,54.23,30.34
France,2021-07-09,50,59,71.68,51.32
France,2021-07-09,60,69,79.31,64.5
France,2021-07-09,70,79,90.57,80.65
France,2021-07-09,80,,80.62,72.12
France,2021-07-16,18,24,53.28,27.89
France,2021-07-16,25,49,58.02,36.88
France,2021-07-16,50,59,73.95,55.8
France,2021-07-16,60,69,80.59,67.08
France,2021-07-16,70,79,91.3,81.99
France,2021-07-16,80,,81.12,72.98
France,2021-07-23,18,24,60.44,34.79
France,2021-07-23,25,49,63.3,42.74
France,2021-07-23,50,59,77.06,59.62
France,2021-07-23,60,69,82.29,69.35
France,2021-07-23,70,79,92.25,83.25
France,2021-07-23,80,,81.77,73.87
France,2021-07-30,18,24,68.21,39.54
France,2021-07-30,25,49,69.09,46.56
France,2021-07-30,50,59,80.52,62.19
France,2021-07-30,60,69,84.15,70.93
France,2021-07-30,70,79,93.32,84.19
France,2021-07-30,80,,82.53,74.59
France,2021-08-06,18,24,70.2,40.87
France,2021-08-06,25,49,70.57,47.58
France,2021-08-06,50,59,81.45,62.83
France,2021-08-06,60,69,84.68,71.34
France,2021-08-06,70,79,93.65,84.44
France,2021-08-06,80,,82.75,74.78
