location,date,variant,num_sequences,perc_sequences,num_sequences_total
Ireland,2021-06-28,B.1.221,0,0.0,1553
Ireland,2021-06-28,B.1.1.302,,,1553
Ireland,2021-06-28,B.1.1.277,,,1553
Ireland,2021-06-28,B.1.1.519,,,1553
Ireland,2021-06-28,B.1.367,0,0.0,1553
Ireland,2021-06-28,B.1.177,0,0.0,1553
Ireland,2021-06-28,Beta,1,0.06,1553
Ireland,2021-06-28,Alpha,816,52.54,1553
Ireland,2021-06-28,Gamma,1,0.06,1553
Ireland,2021-06-28,Delta,700,45.07,1553
Ireland,2021-06-28,Kappa,24,1.55,1553
Ireland,2021-06-28,Epsilon,0,0.0,1553
Ireland,2021-06-28,Eta,0,0.0,1553
Ireland,2021-06-28,Iota,0,0.0,1553
Ireland,2021-06-28,Lambda,0,0.0,1553
Ireland,2021-06-28,B.1.621,0,0.0,1553
Ireland,2021-06-28,S:677P.Pelican,,,1553
Ireland,2021-06-28,S:677H.Robin1,,,1553
Ireland,2021-06-28,others,11,0.72,1553
Ireland,2021-06-28,non_who,11,0.72,1553
Ireland,2021-07-12,B.1.160,0,0.0,1730
Ireland,2021-07-12,B.1.620,0,0.0,1730
Ireland,2021-07-12,B.1.258,0,0.0,1730
Ireland,2021-07-12,B.1.221,0,0.0,1730
Ireland,2021-07-12,B.1.1.302,,,1730
Ireland,2021-07-12,B.1.1.277,,,1730
Ireland,2021-07-12,B.1.1.519,,,1730
Ireland,2021-07-12,B.1.367,0,0.0,1730
Ireland,2021-07-12,B.1.177,0,0.0,1730
Ireland,2021-07-12,Beta,1,0.06,1730
Ireland,2021-07-12,Alpha,155,8.96,1730
Ireland,2021-07-12,Gamma,0,0.0,1730
Ireland,2021-07-12,Delta,1559,90.12,1730
Ireland,2021-07-12,Kappa,5,0.29,1730
Ireland,2021-07-12,Epsilon,0,0.0,1730
Ireland,2021-07-12,Eta,0,0.0,1730
Ireland,2021-07-12,Iota,0,0.0,1730
Ireland,2021-07-12,Lambda,3,0.17,1730
Ireland,2021-07-12,B.1.621,2,0.12,1730
Ireland,2021-07-12,S:677P.Pelican,,,1730
Ireland,2021-07-12,S:677H.Robin1,,,1730
Ireland,2021-07-12,others,5,0.28,1730
Ireland,2021-07-12,non_who,7,0.4,1730
Ireland,2021-07-26,B.1.160,0,0.0,1230
Ireland,2021-07-26,B.1.620,0,0.0,1230
Ireland,2021-07-26,B.1.258,0,0.0,1230
Ireland,2021-07-26,B.1.221,0,0.0,1230
Ireland,2021-07-26,B.1.1.302,,,1230
Ireland,2021-07-26,B.1.1.277,,,1230
Ireland,2021-07-26,B.1.1.519,,,1230
Ireland,2021-07-26,B.1.367,0,0.0,1230
Ireland,2021-07-26,B.1.177,0,0.0,1230
Ireland,2021-07-26,Beta,2,0.16,1230
Ireland,2021-07-26,Alpha,60,4.88,1230
Ireland,2021-07-26,Gamma,0,0.0,1230
Ireland,2021-07-26,Delta,1163,94.55,1230
Ireland,2021-07-26,Kappa,0,0.0,1230
Ireland,2021-07-26,Epsilon,0,0.0,1230
Ireland,2021-07-26,Eta,0,0.0,1230
Ireland,2021-07-26,Iota,0,0.0,1230
Ireland,2021-07-26,Lambda,1,0.08,1230
Ireland,2021-07-26,B.1.621,0,0.0,1230
Ireland,2021-07-26,S:677P.Pelican,,,1230
Ireland,2021-07-26,S:677H.Robin1,,,1230
Ireland,2021-07-26,others,4,0.33,1230
Ireland,2021-07-26,non_who,4,0.33,1230
Israel,2020-08-03,B.1.160,0,0.0,48
Israel,2020-08-03,B.1.620,,,48
Israel,2020-08-03,B.1.258,0,0.0,48
Israel,2020-08-03,B.1.221,0,0.0,48
Israel,2020-08-03,B.1.1.302,,,48
Israel,2020-08-03,B.1.1.277,,,48
Israel,2020-08-03,B.1.1.519,0,0.0,48
Israel,2020-08-03,B.1.367,,,48
Israel,2020-08-03,B.1.177,0,0.0,48
Israel,2020-08-03,Beta,0,0.0,48
Israel,2020-08-03,Alpha,0,0.0,48
Israel,2020-08-03,Gamma,0,0.0,48
Israel,2020-08-03,Delta,0,0.0,48
Israel,2020-08-03,Kappa,,,48
Israel,2020-08-03,Epsilon,0,0.0,48
Israel,2020-08-03,Eta,0,0.0,48
Israel,2020-08-03,Iota,0,0.0,48
Israel,2020-08-03,Lambda,0,0.0,48
Israel,2020-08-03,B.1.621,,,48
Israel,2020-08-03,S:677P.Pelican,,,48
Israel,2020-08-03,S:677H.Robin1,,,48
Israel,2020-08-03,others,48,100.0,48
Israel,2020-08-03,non_who,48,100.0,48
Israel,2020-12-21,B.1.160,2,3.77,53
Israel,2020-12-21,B.1.620,,,53
Israel,2020-12-21,B.1.258,0,0.0,53
Israel,2020-12-21,B.1.221,0,0.0,53
Israel,2020-12-21,B.1.1.302,,,53
Israel,2020-12-21,B.1.1.277,,,53
Israel,2020-12-21,B.1.1.519,0,0.0,53
Israel,2020-12-21,B.1.367,,,53
Israel,2020-12-21,B.1.177,3,5.66,53
Israel,2020-12-21,Beta,1,1.89,53
Israel,2020-12-21,Alpha,5,9.43,53
Israel,2020-12-21,Gamma,0,0.0,53
Israel,2020-12-21,Delta,0,0.0,53
Israel,2020-12-21,Kappa,,,53
Israel,2020-12-21,Epsilon,0,0.0,53
Israel,2020-12-21,Eta,0,0.0,53
Israel,2020-12-21,Iota,0,0.0,53
Israel,2020-12-21,Lambda,0,0.0,53
Israel,2020-12-21,B.1.621,,,53
Israel,2020-12-21,S:677P.Pelican,,,53
Israel,2020-12-21,S:677H.Robin1,,,53
Israel,2020-12-21,others,42,79.25,53
Israel,2020-12-21,non_who,47,88.68,53
Israel,2021-01-04,B.1.160,8,0.57,1402
Israel,2021-01-04,B.1.620,,,1402
Israel,2021-01-04,B.1.258,46,3.28,1402
Israel,2021-01-04,B.1.221,5,0.36,1402
Israel,2021-01-04,B.1.1.302,,,1402
Israel,2021-01-04,B.1.1.277,,,1402
Israel,2021-01-04,B.1.1.519,0,0.0,1402
Israel,2021-01-04,B.1.367,,,1402
Israel,2021-01-04,B.1.177,48,3.42,1402
Israel,2021-01-04,Beta,11,0.78,1402
Israel,2021-01-04,Alpha,305,21.75,1402
Israel,2021-01-04,Gamma,0,0.0,1402
Israel,2021-01-04,Delta,0,0.0,1402
Israel,2021-01-04,Kappa,,,1402
Israel,2021-01-04,Epsilon,1,0.07,1402
Israel,2021-01-04,Eta,0,0.0,1402
Israel,2021-01-04,Iota,0,0.0,1402
Israel,2021-01-04,Lambda,0,0.0,1402
Israel,2021-01-04,B.1.621,,,1402
Israel,2021-01-04,S:677P.Pelican,,,1402
Israel,2021-01-04,S:677H.Robin1,,,1402
Israel,2021-01-04,others,978,69.77,1402
Israel,2021-01-04,non_who,1085,77.4,1402
Israel,2021-01-11,B.1.160,4,0.58,692
Israel,2021-01-11,B.1.620,,,692
Israel,2021-01-11,B.1.258,12,1.73,692
Israel,2021-01-11,B.1.221,0,0.0,692
Israel,2021-01-11,B.1.1.302,,,692
Israel,2021-01-11,B.1.1.277,,,692
Israel,2021-01-11,B.1.1.519,1,0.14,692
Israel,2021-01-11,B.1.367,,,692
Israel,2021-01-11,B.1.177,27,3.9,692
Israel,2021-01-11,Beta,21,3.03,692
Israel,2021-01-11,Alpha,377,54.48,692
Israel,2021-01-11,Gamma,0,0.0,692
Israel,2021-01-11,Delta,0,0.0,692
Israel,2021-01-11,Kappa,,,692
Israel,2021-01-11,Epsilon,0,0.0,692
Israel,2021-01-11,Eta,1,0.14,692
Israel,2021-01-11,Iota,0,0.0,692
Israel,2021-01-11,Lambda,0,0.0,692
Israel,2021-01-11,B.1.621,,,692
Israel,2021-01-11,S:677P.Pelican,,,692
Israel,2021-01-11,S:677H.Robin1,,,692
Israel,2021-01-11,others,249,36.0,692
Israel,2021-01-11,non_who,293,42.35,692
Israel,2021-01-25,B.1.160,6,0.52,1162
Israel,2021-01-25,B.1.620,,,1162
Israel,2021-01-25,B.1.258,6,0.52,1162
Israel,2021-01-25,B.1.221,1,0.09,1162
Israel,2021-01-25,B.1.1.302,,,1162
Israel,2021-01-25,B.1.1.277,,,1162
Israel,2021-01-25,B.1.1.519,5,0.43,1162
Israel,2021-01-25,B.1.367,,,1162
Israel,2021-01-25,B.1.177,32,2.75,1162
Israel,2021-01-25,Beta,42,3.61,1162
Israel,2021-01-25,Alpha,623,53.61,1162
Israel,2021-01-25,Gamma,0,0.0,1162
Israel,2021-01-25,Delta,0,0.0,1162
Israel,2021-01-25,Kappa,,,1162
Israel,2021-01-25,Epsilon,4,0.34,1162
Israel,2021-01-25,Eta,0,0.0,1162
Israel,2021-01-25,Iota,0,0.0,1162
Israel,2021-01-25,Lambda,0,0.0,1162
Israel,2021-01-25,B.1.621,,,1162
Israel,2021-01-25,S:677P.Pelican,,,1162
Israel,2021-01-25,S:677H.Robin1,,,1162
Israel,2021-01-25,others,443,38.13,1162
Israel,2021-01-25,non_who,493,42.44,1162
Israel,2021-02-08,B.1.160,3,0.13,2328
Israel,2021-02-08,B.1.620,,,2328
Israel,2021-02-08,B.1.258,3,0.13,2328
Israel,2021-02-08,B.1.221,2,0.09,2328
Israel,2021-02-08,B.1.1.302,,,2328
Israel,2021-02-08,B.1.1.277,,,2328
Israel,2021-02-08,B.1.1.519,0,0.0,2328
Israel,2021-02-08,B.1.367,,,2328
Israel,2021-02-08,B.1.177,43,1.85,2328
Israel,2021-02-08,Beta,84,3.61,2328
Israel,2021-02-08,Alpha,1664,71.48,2328
Israel,2021-02-08,Gamma,0,0.0,2328
Israel,2021-02-08,Delta,0,0.0,2328
Israel,2021-02-08,Kappa,,,2328
Israel,2021-02-08,Epsilon,3,0.13,2328
Israel,2021-02-08,Eta,1,0.04,2328
Israel,2021-02-08,Iota,0,0.0,2328
Israel,2021-02-08,Lambda,0,0.0,2328
Israel,2021-02-08,B.1.621,,,2328
Israel,2021-02-08,S:677P.Pelican,,,2328
Israel,2021-02-08,S:677H.Robin1,,,2328
Israel,2021-02-08,others,525,22.54,2328
Israel,2021-02-08,non_who,576,24.74,2328
Israel,2021-02-22,B.1.160,1,0.11,884
Israel,2021-02-22,B.1.620,,,884
Israel,2021-02-22,B.1.258,0,0.0,884
Israel,2021-02-22,B.1.221,0,0.0,884
Israel,2021-02-22,B.1.1.302,,,884
Israel,2021-02-22,B.1.1.277,,,884
Israel,2021-02-22,B.1.1.519,0,0.0,884
Israel,2021-02-22,B.1.367,,,884
Israel,2021-02-22,B.1.177,7,0.79,884
Israel,2021-02-22,Beta,35,3.96,884
Israel,2021-02-22,Alpha,749,84.73,884
Israel,2021-02-22,Gamma,0,0.0,884
Israel,2021-02-22,Delta,0,0.0,884
Israel,2021-02-22,Kappa,,,884
Israel,2021-02-22,Epsilon,1,0.11,884
Israel,2021-02-22,Eta,0,0.0,884
Israel,2021-02-22,Iota,4,0.45,884
Israel,2021-02-22,Lambda,0,0.0,884
Israel,2021-02-22,B.1.621,,,884
Israel,2021-02-22,S:677P.Pelican,,,884
Israel,2021-02-22,S:677H.Robin1,,,884
Israel,2021-02-22,others,87,9.85,884
Israel,2021-02-22,non_who,95,10.75,884
Israel,2021-03-08,B.1.160,0,0.0,2004
Israel,2021-03-08,B.1.620,,,2004
Israel,2021-03-08,B.1.258,0,0.0,2004
Israel,2021-03-08,B.1.221,0,0.0,2004
Israel,2021-03-08,B.1.1.302,,,2004
Israel,2021-03-08,B.1.1.277,,,2004
Israel,2021-03-08,B.1.1.519,0,0.0,2004
Israel,2021-03-08,B.1.367,,,2004
Israel,2021-03-08,B.1.177,12,0.6,2004
Israel,2021-03-08,Beta,46,2.3,2004
Israel,2021-03-08,Alpha,1818,90.72,2004
Israel,2021-03-08,Gamma,0,0.0,2004
Israel,2021-03-08,Delta,0,0.0,2004
Israel,2021-03-08,Kappa,,,2004
Israel,2021-03-08,Epsilon,1,0.05,2004
Israel,2021-03-08,Eta,0,0.0,2004
Israel,2021-03-08,Iota,0,0.0,2004
Israel,2021-03-08,Lambda,0,0.0,2004
Israel,2021-03-08,B.1.621,,,2004
Israel,2021-03-08,S:677P.Pelican,,,2004
Israel,2021-03-08,S:677H.Robin1,,,2004
Israel,2021-03-08,others,127,6.33,2004
Israel,2021-03-08,non_who,139,6.93,2004
Israel,2021-03-22,B.1.160,0,0.0,925
Israel,2021-03-22,B.1.620,,,925
Israel,2021-03-22,B.1.258,0,0.0,925
Israel,2021-03-22,B.1.221,0,0.0,925
Israel,2021-03-22,B.1.1.302,,,925
Israel,2021-03-22,B.1.1.277,,,925
Israel,2021-03-22,B.1.1.519,0,0.0,925
Israel,2021-03-22,B.1.367,,,925
Israel,2021-03-22,B.1.177,1,0.11,925
Israel,2021-03-22,Beta,9,0.97,925
Israel,2021-03-22,Alpha,906,97.95,925
Israel,2021-03-22,Gamma,0,0.0,925
Israel,2021-03-22,Delta,0,0.0,925
Israel,2021-03-22,Kappa,,,925
Israel,2021-03-22,Epsilon,0,0.0,925
Israel,2021-03-22,Eta,0,0.0,925
Israel,2021-03-22,Iota,0,0.0,925
Israel,2021-03-22,Lambda,0,0.0,925
Israel,2021-03-22,B.1.621,,,925
Israel,2021-03-22,S:677P.Pelican,,,925
Israel,2021-03-22,S:677H.Robin1,,,925
Israel,2021-03-22,others,9,0.97,925
Israel,2021-03-22,non_who,10,1.08,925
Israel,2021-04-05,B.1.160,0,0.0,830
Israel,2021-04-05,B.1.620,,,830
Israel,2021-04-05,B.1.258,0,0.0,830
Israel,2021-04-05,B.1.221,0,0.0,830
Israel,2021-04-05,B.1.1.302,,,830
Israel,2021-04-05,B.1.1.277,,,830
Israel,2021-04-05,B.1.1.519,0,0.0,830
Israel,2021-04-05,B.1.367,,,830
Israel,2021-04-05,B.1.177,0,0.0,830
Israel,2021-04-05,Beta,2,0.24,830
Israel,2021-04-05,Alpha,824,99.28,830
Israel,2021-04-05,Gamma,0,0.0,830
Israel,2021-04-05,Delta,0,0.0,830
Israel,2021-04-05,Kappa,,,830
Israel,2021-04-05,Epsilon,0,0.0,830
Israel,2021-04-05,Eta,2,0.24,830
Israel,2021-04-05,Iota,0,0.0,830
Israel,2021-04-05,Lambda,0,0.0,830
Israel,2021-04-05,B.1.621,,,830
Israel,2021-04-05,S:677P.Pelican,,,830
Israel,2021-04-05,S:677H.Robin1,,,830
Israel,2021-04-05,others,2,0.24,830
Israel,2021-04-05,non_who,2,0.24,830
Israel,2021-04-19,B.1.160,0,0.0,480
Israel,2021-04-19,B.1.620,,,480
Israel,2021-04-19,B.1.258,0,0.0,480
Israel,2021-04-19,B.1.221,0,0.0,480
Israel,2021-04-19,B.1.1.302,,,480
Israel,2021-04-19,B.1.1.277,,,480
Israel,2021-04-19,B.1.1.519,0,0.0,480
Israel,2021-04-19,B.1.367,,,480
Israel,2021-04-19,B.1.177,0,0.0,480
Israel,2021-04-19,Beta,0,0.0,480
Israel,2021-04-19,Alpha,424,88.33,480
Israel,2021-04-19,Gamma,5,1.04,480
Israel,2021-04-19,Delta,28,5.83,480
Israel,2021-04-19,Kappa,,,480
Israel,2021-04-19,Epsilon,0,0.0,480
Israel,2021-04-19,Eta,0,0.0,480
Israel,2021-04-19,Iota,1,0.21,480
Israel,2021-04-19,Lambda,0,0.0,480
Israel,2021-04-19,B.1.621,,,480
Israel,2021-04-19,S:677P.Pelican,,,480
Israel,2021-04-19,S:677H.Robin1,,,480
Israel,2021-04-19,others,22,4.59,480
Israel,2021-04-19,non_who,22,4.59,480
Israel,2021-05-03,B.1.160,0,0.0,356
Israel,2021-05-03,B.1.620,,,356
Israel,2021-05-03,B.1.258,0,0.0,356
Israel,2021-05-03,B.1.221,0,0.0,356
Israel,2021-05-03,B.1.1.302,,,356
Israel,2021-05-03,B.1.1.277,,,356
Israel,2021-05-03,B.1.1.519,0,0.0,356
Israel,2021-05-03,B.1.367,,,356
Israel,2021-05-03,B.1.177,0,0.0,356
Israel,2021-05-03,Beta,1,0.28,356
Israel,2021-05-03,Alpha,319,89.61,356
Israel,2021-05-03,Gamma,2,0.56,356
Israel,2021-05-03,Delta,19,5.34,356
Israel,2021-05-03,Kappa,,,356
Israel,2021-05-03,Epsilon,0,0.0,356
Israel,2021-05-03,Eta,5,1.4,356
Israel,2021-05-03,Iota,4,1.12,356
Israel,2021-05-03,Lambda,1,0.28,356
Israel,2021-05-03,B.1.621,,,356
Israel,2021-05-03,S:677P.Pelican,,,356
Israel,2021-05-03,S:677H.Robin1,,,356
Israel,2021-05-03,others,5,1.41,356
Israel,2021-05-03,non_who,5,1.41,356
Israel,2021-05-17,B.1.160,0,0.0,199
Israel,2021-05-17,B.1.620,,,199
Israel,2021-05-17,B.1.258,0,0.0,199
Israel,2021-05-17,B.1.221,0,0.0,199
Israel,2021-05-17,B.1.1.302,,,199
Israel,2021-05-17,B.1.1.277,,,199
Israel,2021-05-17,B.1.1.519,0,0.0,199
Israel,2021-05-17,B.1.367,,,199
Israel,2021-05-17,B.1.177,0,0.0,199
Israel,2021-05-17,Beta,1,0.5,199
Israel,2021-05-17,Alpha,134,67.34,199
Israel,2021-05-17,Gamma,4,2.01,199
Israel,2021-05-17,Delta,20,10.05,199
Israel,2021-05-17,Kappa,,,199
Israel,2021-05-17,Epsilon,0,0.0,199
Israel,2021-05-17,Eta,8,4.02,199
Israel,2021-05-17,Iota,0,0.0,199
Israel,2021-05-17,Lambda,24,12.06,199
Israel,2021-05-17,B.1.621,,,199
Israel,2021-05-17,S:677P.Pelican,,,199
Israel,2021-05-17,S:677H.Robin1,,,199
Israel,2021-05-17,others,8,4.02,199
Israel,2021-05-17,non_who,8,4.02,199
Israel,2021-05-31,B.1.160,0,0.0,150
Israel,2021-05-31,B.1.620,,,150
Israel,2021-05-31,B.1.258,0,0.0,150
Israel,2021-05-31,B.1.221,0,0.0,150
Israel,2021-05-31,B.1.1.302,,,150
Israel,2021-05-31,B.1.1.277,,,150
Israel,2021-05-31,B.1.1.519,0,0.0,150
Israel,2021-05-31,B.1.367,,,150
Israel,2021-05-31,B.1.177,0,0.0,150
Israel,2021-05-31,Beta,4,2.67,150
Israel,2021-05-31,Alpha,120,80.0,150
Israel,2021-05-31,Gamma,1,0.67,150
Israel,2021-05-31,Delta,14,9.33,150
Israel,2021-05-31,Kappa,,,150
Israel,2021-05-31,Epsilon,0,0.0,150
Israel,2021-05-31,Eta,1,0.67,150
Israel,2021-05-31,Iota,0,0.0,150
Israel,2021-05-31,Lambda,0,0.0,150
Israel,2021-05-31,B.1.621,,,150
Israel,2021-05-31,S:677P.Pelican,,,150
Israel,2021-05-31,S:677H.Robin1,,,150
Israel,2021-05-31,others,10,6.66,150
Israel,2021-05-31,non_who,10,6.66,150
Israel,2021-06-14,B.1.160,0,0.0,47
Israel,2021-06-14,B.1.620,,,47
Israel,2021-06-14,B.1.258,0,0.0,47
Israel,2021-06-14,B.1.221,0,0.0,47
Israel,2021-06-14,B.1.1.302,,,47
Israel,2021-06-14,B.1.1.277,,,47
Israel,2021-06-14,B.1.1.519,0,0.0,47
Israel,2021-06-14,B.1.367,,,47
Israel,2021-06-14,B.1.177,0,0.0,47
Israel,2021-06-14,Beta,0,0.0,47
Israel,2021-06-14,Alpha,18,38.3,47
Israel,2021-06-14,Gamma,0,0.0,47
Israel,2021-06-14,Delta,27,57.45,47
Israel,2021-06-14,Kappa,,,47
Israel,2021-06-14,Epsilon,0,0.0,47
Israel,2021-06-14,Eta,0,0.0,47
Israel,2021-06-14,Iota,0,0.0,47
Israel,2021-06-14,Lambda,0,0.0,47
Israel,2021-06-14,B.1.621,,,47
Israel,2021-06-14,S:677P.Pelican,,,47
Israel,2021-06-14,S:677H.Robin1,,,47
Israel,2021-06-14,others,2,4.25,47
Israel,2021-06-14,non_who,2,4.25,47
Israel,2021-06-28,B.1.160,0,0.0,797
Israel,2021-06-28,B.1.620,,,797
Israel,2021-06-28,B.1.258,0,0.0,797
Israel,2021-06-28,B.1.221,0,0.0,797
Israel,2021-06-28,B.1.1.302,,,797
Israel,2021-06-28,B.1.1.277,,,797
Israel,2021-06-28,B.1.1.519,0,0.0,797
Israel,2021-06-28,B.1.367,,,797
Israel,2021-06-28,B.1.177,0,0.0,797
Israel,2021-06-28,Beta,0,0.0,797
Israel,2021-06-28,Alpha,4,0.5,797
Israel,2021-06-28,Gamma,2,0.25,797
Israel,2021-06-28,Delta,781,97.99,797
Israel,2021-06-28,Kappa,,,797
Israel,2021-06-28,Epsilon,0,0.0,797
Israel,2021-06-28,Eta,0,0.0,797
Israel,2021-06-28,Iota,0,0.0,797
Israel,2021-06-28,Lambda,0,0.0,797
Israel,2021-06-28,B.1.621,,,797
Israel,2021-06-28,S:677P.Pelican,,,797
Israel,2021-06-28,S:677H.Robin1,,,797
Israel,2021-06-28,others,10,1.26,797
Israel,2021-06-28,non_who,10,1.26,797
Israel,2021-07-12,B.1.160,0,0.0,961
Israel,2021-07-12,B.1.620,,,961
Israel,2021-07-12,B.1.258,0,0.0,961
Israel,2021-07-12,B.1.221,0,0.0,961
Israel,2021-07-12,B.1.1.302,,,961
Israel,2021-07-12,B.1.1.277,,,961
Israel,2021-07-12,B.1.1.519,0,0.0,961
Israel,2021-07-12,B.1.367,,,961
Israel,2021-07-12,B.1.177,0,0.0,961
Israel,2021-07-12,Beta,0,0.0,961
Israel,2021-07-12,Alpha,31,3.23,961
Israel,2021-07-12,Gamma,5,0.52,961
Israel,2021-07-12,Delta,878,91.36,961
Israel,2021-07-12,Kappa,,,961
Israel,2021-07-12,Epsilon,0,0.0,961
Israel,2021-07-12,Eta,0,0.0,961
Israel,2021-07-12,Iota,0,0.0,961
Israel,2021-07-12,Lambda,0,0.0,961
Israel,2021-07-12,B.1.621,,,961
Israel,2021-07-12,S:677P.Pelican,,,961
Israel,2021-07-12,S:677H.Robin1,,,961
Israel,2021-07-12,others,47,4.89,961
Israel,2021-07-12,non_who,47,4.89,961
Italy,2020-05-11,B.1.160,0,0.0,111
Italy,2020-05-11,B.1.620,0,0.0,111
Italy,2020-05-11,B.1.258,0,0.0,111
Italy,2020-05-11,B.1.221,0,0.0,111
Italy,2020-05-11,B.1.1.302,,,111
Italy,2020-05-11,B.1.1.277,0,0.0,111
Italy,2020-05-11,B.1.1.519,0,0.0,111
Italy,2020-05-11,B.1.367,0,0.0,111
Italy,2020-05-11,B.1.177,0,0.0,111
Italy,2020-05-11,Beta,0,0.0,111
Italy,2020-05-11,Alpha,0,0.0,111
Italy,2020-05-11,Gamma,0,0.0,111
Italy,2020-05-11,Delta,0,0.0,111
Italy,2020-05-11,Kappa,0,0.0,111
Italy,2020-05-11,Epsilon,0,0.0,111
Italy,2020-05-11,Eta,0,0.0,111
Italy,2020-05-11,Iota,0,0.0,111
Italy,2020-05-11,Lambda,0,0.0,111
Italy,2020-05-11,B.1.621,0,0.0,111
Italy,2020-05-11,S:677P.Pelican,,,111
Italy,2020-05-11,S:677H.Robin1,,,111
Italy,2020-05-11,others,111,100.0,111
Italy,2020-05-11,non_who,111,100.0,111
Italy,2020-05-25,B.1.160,0,0.0,35
Italy,2020-05-25,B.1.620,0,0.0,35
Italy,2020-05-25,B.1.258,0,0.0,35
Italy,2020-05-25,B.1.221,0,0.0,35
Italy,2020-05-25,B.1.1.302,,,35
Italy,2020-05-25,B.1.1.277,0,0.0,35
Italy,2020-05-25,B.1.1.519,0,0.0,35
Italy,2020-05-25,B.1.367,0,0.0,35
Italy,2020-05-25,B.1.177,0,0.0,35
Italy,2020-05-25,Beta,0,0.0,35
Italy,2020-05-25,Alpha,0,0.0,35
Italy,2020-05-25,Gamma,0,0.0,35
Italy,2020-05-25,Delta,0,0.0,35
Italy,2020-05-25,Kappa,0,0.0,35
Italy,2020-05-25,Epsilon,0,0.0,35
Italy,2020-05-25,Eta,0,0.0,35
Italy,2020-05-25,Iota,0,0.0,35
Italy,2020-05-25,Lambda,0,0.0,35
Italy,2020-05-25,B.1.621,0,0.0,35
Italy,2020-05-25,S:677P.Pelican,,,35
Italy,2020-05-25,S:677H.Robin1,,,35
Italy,2020-05-25,others,35,100.0,35
Italy,2020-05-25,non_who,35,100.0,35
Italy,2020-06-08,B.1.160,0,0.0,30
Italy,2020-06-08,B.1.620,0,0.0,30
Italy,2020-06-08,B.1.258,0,0.0,30
Italy,2020-06-08,B.1.221,0,0.0,30
Italy,2020-06-08,B.1.1.302,,,30
Italy,2020-06-08,B.1.1.277,0,0.0,30
Italy,2020-06-08,B.1.1.519,0,0.0,30
Italy,2020-06-08,B.1.367,0,0.0,30
Italy,2020-06-08,B.1.177,0,0.0,30
Italy,2020-06-08,Beta,0,0.0,30
Italy,2020-06-08,Alpha,0,0.0,30
Italy,2020-06-08,Gamma,0,0.0,30
Italy,2020-06-08,Delta,0,0.0,30
Italy,2020-06-08,Kappa,0,0.0,30
Italy,2020-06-08,Epsilon,0,0.0,30
Italy,2020-06-08,Eta,0,0.0,30
Italy,2020-06-08,Iota,0,0.0,30
Italy,2020-06-08,Lambda,0,0.0,30
Italy,2020-06-08,B.1.621,0,0.0,30
Italy,2020-06-08,S:677P.Pelican,,,30
Italy,2020-06-08,S:677H.Robin1,,,30
Italy,2020-06-08,others,30,100.0,30
Italy,2020-06-08,non_who,30,100.0,30
Italy,2020-06-22,B.1.160,0,0.0,44
Italy,2020-06-22,B.1.620,0,0.0,44
Italy,2020-06-22,B.1.258,0,0.0,44
Italy,2020-06-22,B.1.221,0,0.0,44
Italy,2020-06-22,B.1.1.302,,,44
Italy,2020-06-22,B.1.1.277,0,0.0,44
Italy,2020-06-22,B.1.1.519,0,0.0,44
Italy,2020-06-22,B.1.367,0,0.0,44
Italy,2020-06-22,B.1.177,0,0.0,44
Italy,2020-06-22,Beta,0,0.0,44
Italy,2020-06-22,Alpha,0,0.0,44
Italy,2020-06-22,Gamma,0,0.0,44
Italy,2020-06-22,Delta,0,0.0,44
Italy,2020-06-22,Kappa,0,0.0,44
Italy,2020-06-22,Epsilon,0,0.0,44
Italy,2020-06-22,Eta,0,0.0,44
Italy,2020-06-22,Iota,0,0.0,44
Italy,2020-06-22,Lambda,0,0.0,44
Italy,2020-06-22,B.1.621,0,0.0,44
Italy,2020-06-22,S:677P.Pelican,,,44
Italy,2020-06-22,S:677H.Robin1,,,44
Italy,2020-06-22,others,44,100.0,44
Italy,2020-06-22,non_who,44,100.0,44
Italy,2020-07-06,B.1.160,0,0.0,102
Italy,2020-07-06,B.1.620,0,0.0,102
Italy,2020-07-06,B.1.258,0,0.0,102
Italy,2020-07-06,B.1.221,0,0.0,102
Italy,2020-07-06,B.1.1.302,,,102
Italy,2020-07-06,B.1.1.277,0,0.0,102
Italy,2020-07-06,B.1.1.519,0,0.0,102
Italy,2020-07-06,B.1.367,0,0.0,102
Italy,2020-07-06,B.1.177,0,0.0,102
Italy,2020-07-06,Beta,0,0.0,102
Italy,2020-07-06,Alpha,0,0.0,102
Italy,2020-07-06,Gamma,0,0.0,102
Italy,2020-07-06,Delta,0,0.0,102
Italy,2020-07-06,Kappa,0,0.0,102
Italy,2020-07-06,Epsilon,0,0.0,102
Italy,2020-07-06,Eta,0,0.0,102
Italy,2020-07-06,Iota,0,0.0,102
Italy,2020-07-06,Lambda,0,0.0,102
Italy,2020-07-06,B.1.621,0,0.0,102
Italy,2020-07-06,S:677P.Pelican,,,102
Italy,2020-07-06,S:677H.Robin1,,,102
Italy,2020-07-06,others,102,100.0,102
Italy,2020-07-06,non_who,102,100.0,102
Italy,2020-08-31,B.1.160,0,0.0,129
Italy,2020-08-31,B.1.620,0,0.0,129
Italy,2020-08-31,B.1.258,3,2.33,129
Italy,2020-08-31,B.1.221,1,0.78,129
Italy,2020-08-31,B.1.1.302,,,129
Italy,2020-08-31,B.1.1.277,2,1.55,129
Italy,2020-08-31,B.1.1.519,0,0.0,129
Italy,2020-08-31,B.1.367,10,7.75,129
