Country,Year,0-17,18-24,18-29,25-34,25-49,30-39,35-44,40-49,45-54,50-54,50-59,55-59,55-64,60-64,60-69,65-69,65-74,70-74,70-79,75+,75-79,80+
Poland,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,18,0.0,0.04,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.06,0.0,0.0,0.03
Poland,25,0.0,0.29,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.24,0.0,0.0,0.12
Poland,32,0.0,1.03,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.52,0.0,0.0,0.28
Poland,39,0.0,1.38,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.17,0.0,0.0,2.37
Poland,46,0.0,1.69,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,2.26,0.0,0.0,0.0,2.19,0.0,0.0,12.15
Poland,53,0.0,1.89,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,2.48,0.0,0.0,0.0,4.33,0.0,0.0,20.72
Poland,60,0.0,2.01,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,2.72,0.0,0.0,0.0,7.69,0.0,0.0,27.24
Poland,67,0.0,2.08,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,2.9,0.0,0.0,0.0,10.59,0.0,0.0,31.19
Poland,74,0.0,2.12,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,4.58,0.0,0.0,0.0,3.12,0.0,0.0,0.0,14.11,0.0,0.0,34.5
Poland,81,0.0,2.15,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,3.4,0.0,0.0,0.0,18.67,0.0,0.0,37.76
Poland,88,0.0,2.17,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,3.53,0.0,0.0,0.0,20.57,0.0,0.0,38.68
Poland,95,0.0,2.18,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,3.6,0.0,0.0,0.0,21.24,0.0,0.0,38.98
Poland,102,0.0,2.2,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,0.0,4.24,0.0,0.0,0.0,25.54,0.0,0.0,41.43
Poland,109,0.0,2.27,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,5.23,0.0,0.0,0.0,31.72,0.0,0.0,44.24
Poland,116,0.0,2.4,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,0.0,6.52,0.0,0.0,0.0,38.47,0.0,0.0,46.99
Poland,123,0.0,2.61,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,8.34,0.0,0.0,0.0,9.47,0.0,0.0,0.0,44.92,0.0,0.0,49.15
Poland,130,0.0,3.16,0.0,0.0,6.24,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,14.41,0.0,0.0,0.0,54.03,0.0,0.0,51.74
Poland,137,0.0,4.03,0.0,0.0,7.76,0.0,0.0,0.0,0.0,0.0,15.61,0.0,0.0,0.0,21.01,0.0,0.0,0.0,61.21,0.0,0.0,53.67
Poland,144,0.0,5.62,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,23.01,0.0,0.0,0.0,28.25,0.0,0.0,0.0,66.53,0.0,0.0,55.25
Poland,151,0.0,7.11,0.0,0.0,13.78,0.0,0.0,0.0,0.0,0.0,29.8,0.0,0.0,0.0,34.75,0.0,0.0,0.0,70.62,0.0,0.0,56.52
Poland,158,0.0,7.33,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,30.22,0.0,0.0,0.0,35.67,0.0,0.0,0.0,70.7,0.0,0.0,56.55
Portugal,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,11,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,18,0.0,0.16,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.01,0.0,0.0,0.04
Portugal,25,0.0,0.36,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.11,0.0,0.0,0.54
Portugal,32,0.0,0.48,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.38,0.0,0.0,2.11
Portugal,39,0.0,0.88,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.19,0.0,0.0,6.77
Portugal,46,0.0,1.1,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,2.1,0.0,0.0,0.0,1.67,0.0,0.0,8.14
Portugal,53,0.0,1.19,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,2.26,0.0,0.0,0.0,1.83,0.0,0.0,8.91
Portugal,60,0.0,1.32,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,2.47,0.0,0.0,0.0,2.1,0.0,0.0,10.79
Portugal,67,0.0,1.4,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,2.62,0.0,0.0,0.0,2.37,0.0,0.0,16.3
Portugal,74,0.0,1.45,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,2.81,0.0,0.0,0.0,2.86,0.0,0.0,30.69
Portugal,81,0.0,1.46,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,2.91,0.0,0.0,0.0,2.97,0.0,0.0,33.19
Portugal,88,0.0,1.47,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,3.04,0.0,0.0,0.0,3.55,0.0,0.0,44.33
Portugal,95,0.0,1.48,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,3.16,0.0,0.0,0.0,3.95,0.0,0.0,51.1
Portugal,102,0.0,1.49,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,3.22,0.0,0.0,0.0,4.23,0.0,0.0,58.4
Portugal,109,0.0,1.5,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,3.39,0.0,0.0,0.0,5.39,0.0,0.0,76.61
Portugal,116,0.0,1.51,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,4.18,0.0,0.0,0.0,9.14,0.0,0.0,82.48
Portugal,123,0.0,1.6,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,6.99,0.0,0.0,0.0,22.9,0.0,0.0,87.17
Portugal,130,0.0,2.28,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,9.54,0.0,0.0,0.0,11.55,0.0,0.0,0.0,28.82,0.0,0.0,88.64
Portugal,137,0.0,2.59,0.0,0.0,7.98,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,16.65,0.0,0.0,0.0,36.61,0.0,0.0,89.87
Portugal,144,0.0,2.99,0.0,0.0,8.48,0.0,0.0,0.0,0.0,0.0,16.52,0.0,0.0,0.0,27.06,0.0,0.0,0.0,46.92,0.0,0.0,90.79
Portugal,151,0.0,3.2,0.0,0.0,8.78,0.0,0.0,0.0,0.0,0.0,19.03,0.0,0.0,0.0,34.91,0.0,0.0,0.0,49.95,0.0,0.0,91.25
Romania,144,0.0,15.11,0.0,0.0,20.24,0.0,0.0,0.0,0.0,0.0,26.68,0.0,0.0,0.0,30.46,0.0,0.0,0.0,29.99,0.0,0.0,15.9
Slovenia,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,11,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,18,0.0,0.07,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.68,0.0,0.0,3.35
Slovenia,25,0.0,0.39,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.07,0.0,0.0,3.86
Slovenia,32,0.0,0.61,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,1.37,0.0,0.0,0.0,1.65,0.0,0.0,13.68
Slovenia,39,0.0,0.7,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.79,0.0,0.0,15.34
Slovenia,46,0.0,0.77,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,1.49,0.0,0.0,0.0,1.85,0.0,0.0,15.99
Slovenia,53,0.0,0.8,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.87,0.0,0.0,16.25
Slovenia,60,0.0,0.87,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,1.57,0.0,0.0,0.0,2.07,0.0,0.0,24.94
Slovenia,67,0.0,0.91,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,1.64,0.0,0.0,0.0,3.96,0.0,0.0,39.49
Slovenia,74,0.0,0.92,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,1.68,0.0,0.0,0.0,10.4,0.0,0.0,46.53
Slovenia,81,0.0,0.94,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,1.77,0.0,0.0,0.0,13.66,0.0,0.0,48.24
Slovenia,88,0.0,0.95,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,1.81,0.0,0.0,0.0,16.23,0.0,0.0,49.67
Slovenia,95,0.0,0.96,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,1.86,0.0,0.0,0.0,17.16,0.0,0.0,50.46
Slovenia,102,0.0,0.97,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,2.2,0.0,0.0,0.0,28.55,0.0,0.0,52.87
Slovenia,109,0.0,1.01,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,3.93,0.0,0.0,0.0,41.66,0.0,0.0,53.91
Slovenia,116,0.0,1.21,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,11.95,0.0,0.0,0.0,50.53,0.0,0.0,54.74
Slovenia,123,0.0,1.55,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,19.83,0.0,0.0,0.0,56.83,0.0,0.0,55.65
Slovenia,130,0.0,2.4,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,25.33,0.0,0.0,0.0,59.24,0.0,0.0,56.46
Slovenia,137,0.0,3.19,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,9.18,0.0,0.0,0.0,32.12,0.0,0.0,0.0,61.22,0.0,0.0,57.33
Slovenia,144,0.0,3.95,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,20.39,0.0,0.0,0.0,38.27,0.0,0.0,0.0,63.52,0.0,0.0,58.19
Spain,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03
Spain,18,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.2,0.0,0.0,1.19
Spain,25,0.0,0.25,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.64,0.0,0.0,4.23
Spain,32,0.0,0.63,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.99,0.0,0.0,6.37
Spain,39,0.0,0.94,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,2.56,0.0,0.0,0.0,1.15,0.0,0.0,7.28
Spain,46,0.0,1.09,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,2.85,0.0,0.0,0.0,1.22,0.0,0.0,7.67
Spain,53,0.0,1.19,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,2.99,0.0,0.0,0.0,1.28,0.0,0.0,8.0
Spain,60,0.0,1.35,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,3.29,0.0,0.0,0.0,1.36,0.0,0.0,8.62
Spain,67,0.0,1.65,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,3.85,0.0,0.0,0.0,1.59,0.0,0.0,13.68
Spain,74,0.0,1.92,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,4.43,0.0,0.0,0.0,2.05,0.0,0.0,23.73
Spain,81,0.0,2.07,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,5.78,0.0,0.0,0.0,4.78,0.0,0.0,0.0,2.55,0.0,0.0,36.87
Spain,88,0.0,2.11,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,4.92,0.0,0.0,0.0,2.82,0.0,0.0,44.65
Spain,95,0.0,2.17,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,5.07,0.0,0.0,0.0,3.02,0.0,0.0,51.66
Spain,102,0.0,2.24,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,5.22,0.0,0.0,0.0,3.29,0.0,0.0,60.72
Spain,109,0.0,2.29,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0.0,0.0,5.45,0.0,0.0,0.0,5.01,0.0,0.0,76.38
Spain,116,0.0,2.36,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,0.0,6.31,0.0,0.0,0.0,20.62,0.0,0.0,92.5
Spain,123,0.0,2.43,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,6.95,0.0,0.0,0.0,43.76,0.0,0.0,96.82
Spain,130,0.0,2.54,0.0,0.0,5.21,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,7.61,0.0,0.0,0.0,64.81,0.0,0.0,98.42
Spain,137,0.0,2.66,0.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,8.29,0.0,0.0,0.0,9.88,0.0,0.0,0.0,81.74,0.0,0.0,99.16
Spain,144,0.0,3.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,15.83,0.0,0.0,0.0,90.53,0.0,0.0,99.63
Spain,151,0.0,3.16,0.0,0.0,6.69,0.0,0.0,0.0,0.0,0.0,14.86,0.0,0.0,0.0,17.44,0.0,0.0,0.0,91.63,0.0,0.0,99.72
Sweden,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,18,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.18,0.0,0.0,1.21
Sweden,25,0.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.63,0.0,0.0,3.92
Sweden,32,0.0,0.18,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.77,0.0,0.0,0.0,1.33,0.0,0.0,7.96
Sweden,39,0.0,0.41,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,1.49,0.0,0.0,0.0,2.25,0.0,0.0,12.6
Sweden,46,0.0,0.79,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,2.44,0.0,0.0,0.0,3.07,0.0,0.0,16.22
Sweden,53,0.0,1.08,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,3.43,0.0,0.0,0.0,3.06,0.0,0.0,0.0,3.64,0.0,0.0,18.63
Sweden,60,0.0,1.2,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,3.43,0.0,0.0,0.0,4.19,0.0,0.0,21.16
Sweden,67,0.0,1.29,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,3.8,0.0,0.0,0.0,4.99,0.0,0.0,24.56
Sweden,74,0.0,1.38,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,4.28,0.0,0.0,0.0,6.09,0.0,0.0,30.15
Sweden,81,0.0,1.45,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.87,0.0,0.0,0.0,7.48,0.0,0.0,37.67
Sweden,88,0.0,1.51,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,5.29,0.0,0.0,0.0,8.69,0.0,0.0,46.06
Sweden,95,0.0,1.56,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0,5.66,0.0,0.0,0.0,10.66,0.0,0.0,57.88
Sweden,102,0.0,1.62,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.73,0.0,0.0,64.57
Sweden,109,0.0,1.67,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,6.29,0.0,0.0,0.0,14.08,0.0,0.0,67.79
Sweden,116,0.0,1.74,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,6.52,0.0,0.0,0.0,15.16,0.0,0.0,69.37
Sweden,123,0.0,1.9,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,7.05,0.0,0.0,0.0,20.2,0.0,0.0,77.22
Sweden,130,0.0,2.25,0.0,0.0,3.95,0.0,0.0,0.0,0.0,0.0,6.44,0.0,0.0,0.0,7.88,0.0,0.0,0.0,28.02,0.0,0.0,82.24
Sweden,137,0.0,2.83,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,7.61,0.0,0.0,0.0,10.39,0.0,0.0,0.0,39.33,0.0,0.0,84.45
Sweden,144,0.0,3.35,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,19.0,0.0,0.0,0.0,52.71,0.0,0.0,85.69
Sweden,151,0.0,3.69,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,26.6,0.0,0.0,0.0,57.94,0.0,0.0,86.28
Uruguay,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,87,0.0,0.27,0.0,0.8,0.0,0.0,1.2,0.0,1.08,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Uruguay,88,0.0,0.56,0.0,1.51,0.0,0.0,2.15,0.0,1.88,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
