Country,Year,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,B.1.621,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,S:677H.Robin1,S:677P.Pelican,non_who,others
Russia,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76
Singapore,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Singapore,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Singapore,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Singapore,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Singapore,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Singapore,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Singapore,335,8.33,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67,88.89
Singapore,349,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.52,88.52
Singapore,356,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.49,86.49
Singapore,370,28.36,0.0,0.0,0.0,1.49,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.64,67.16
Singapore,384,24.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,1.33,1.33,0.0,1.33,0.0,4.0,0.0,0.0,0.0,0.0,68.0,65.33
Singapore,398,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.81,73.81
Singapore,412,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.58,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,54.84,54.84
Singapore,426,22.22,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,35.56,0.0,0.0,2.22,0.0,0.0,2.22,0.0,0.0,0.0,37.78,33.33
Singapore,440,26.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.12,1.22,0.61,1.83,0.61,1.83,9.15,0.0,0.0,0.0,13.41,13.41
Singapore,454,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.32,16.49,0.0,1.6,2.13,0.0,13.83,0.0,0.53,0.0,17.02,16.49
Singapore,468,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,9.42,64.92,0.0,1.05,0.52,0.0,6.81,0.0,1.05,0.0,7.33,5.76
Singapore,482,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,84.02,0.0,0.0,0.0,0.0,1.37,0.0,0.46,0.0,5.48,5.02
Singapore,496,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,5.15,4.85
Singapore,510,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,94.77,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,1.74,1.74
Singapore,524,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,96.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.85
Sint Maarten (Dutch part),398,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0,0.0,0.0,82.5,0.0,90.0,7.5
Sint Maarten (Dutch part),440,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0
Sint Maarten (Dutch part),468,84.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,9.09,9.09
Sint Maarten (Dutch part),496,91.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0
Sint Maarten (Dutch part),510,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sint Maarten (Dutch part),524,98.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0
Slovakia,321,1.82,0.0,0.0,0.0,36.36,5.45,3.64,23.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.18,29.09
Slovakia,349,18.75,1.04,0.0,0.0,6.25,1.04,1.04,67.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,4.17
Slovakia,356,75.0,0.0,0.0,0.0,3.85,3.85,1.92,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.85
Slovakia,370,70.0,0.0,0.0,0.0,3.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.33
Slovakia,384,84.62,0.0,0.0,0.0,8.55,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.85
Slovakia,398,72.58,0.0,0.0,0.0,1.61,0.0,0.0,12.9,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0.0
Slovakia,412,95.42,0.0,0.0,0.0,0.23,0.23,0.0,0.69,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,2.97
Slovakia,426,95.64,0.0,0.0,0.0,0.55,0.0,0.0,1.09,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,1.45
Slovakia,440,97.99,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.54
Slovakia,454,98.28,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.34
Slovakia,468,98.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
Slovakia,482,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,496,98.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.45
Slovakia,510,97.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
Slovakia,524,93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Slovenia,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Slovenia,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,98.46
Slovenia,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.51
Slovenia,223,0.0,0.0,0.0,0.0,12.0,4.0,1.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0
Slovenia,237,0.0,0.0,0.0,0.0,29.29,5.05,2.02,24.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.39
Slovenia,251,0.0,0.0,0.0,0.0,40.52,5.88,2.61,21.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.41
Slovenia,265,0.0,0.0,0.0,0.0,27.78,1.85,0.0,24.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,46.3
Slovenia,279,0.0,0.0,0.0,0.0,16.13,0.0,0.0,51.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.26
Slovenia,293,0.0,0.0,0.0,0.0,12.35,1.23,0.0,58.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.4
Slovenia,307,1.35,0.0,0.0,0.0,16.22,0.0,0.0,55.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.65,27.03
Slovenia,321,1.28,0.0,0.0,0.0,7.69,1.28,1.28,58.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.72,29.49
Slovenia,335,4.35,0.0,0.0,0.0,5.8,1.45,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.65,21.74
Slovenia,349,0.78,0.0,0.0,0.0,13.18,0.0,0.78,77.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.22,7.75
Slovenia,356,0.88,0.0,0.0,0.0,2.65,1.77,0.0,87.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.12,7.08
Slovenia,370,1.75,0.0,0.0,0.0,2.11,2.11,0.0,73.68,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,97.54,19.65
Slovenia,384,1.82,0.0,0.0,0.0,2.52,1.33,0.49,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,97.55,25.65
Slovenia,398,10.91,0.0,0.0,0.0,1.18,0.98,0.59,74.53,0.0,0.0,0.0,0.79,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,87.41,10.13
Slovenia,412,17.9,0.0,0.0,0.0,1.07,0.46,0.31,70.39,0.0,0.0,0.0,1.15,0.0,0.0,0.77,0.08,0.0,0.0,0.0,0.0,0.0,80.11,7.88
Slovenia,426,50.12,0.0,0.0,0.0,0.08,0.39,0.0,43.49,0.0,0.0,0.0,0.55,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,48.4,4.44
Slovenia,440,71.34,0.0,0.0,0.0,0.8,0.06,0.0,24.27,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,28.17,3.03
Slovenia,454,84.44,0.0,0.0,0.0,0.0,0.25,0.0,13.93,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,15.3,1.12
Slovenia,468,91.47,0.0,0.0,0.0,0.0,0.11,0.0,7.66,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8.32,0.55
Slovenia,482,95.59,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.08,0.0,0.0,0.0,0.0,3.99,0.42
Slovenia,496,97.46,0.0,0.0,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.15,0.45,0.0,0.0,0.0,0.0,1.5,0.6
Slovenia,510,98.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.43,0.43
Slovenia,524,96.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Africa,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.98,88.98
South Africa,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.46,87.46
South Africa,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.77,71.77
South Africa,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55,80.55
South Africa,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.18,60.18
South Africa,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29,46.29
South Africa,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,26.3
South Africa,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18,12.18
South Africa,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,5.36
South Africa,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,4.24
South Africa,356,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,9.17
South Africa,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,5.07
South Africa,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,2.23
South Africa,398,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.39
South Africa,412,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46
South Africa,426,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.18,4.94,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,3.29,3.29
South Africa,440,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.91,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,7.66
South Africa,454,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.57,2.36,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.13,6.13
South Africa,468,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.46,1.92,0.0,0.32,0.0,0.0,0.32,0.0,0.0,0.0,4.17,4.17
South Africa,482,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,7.62,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,7.62,7.62
South Africa,496,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.83,19.42,0.0,0.73,0.0,0.0,0.24,0.0,0.0,0.0,8.98,8.98
South Africa,510,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17,40.85,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,9.94,9.94
South Africa,524,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56,71.76,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.0,6.49,6.11
South Korea,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
South Korea,251,0.0,0.0,0.0,0.0,1.59,0.0,1.59,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.24
South Korea,265,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,84.21
South Korea,279,0.0,0.0,0.0,0.0,1.19,2.38,14.29,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,79.76
South Korea,293,0.0,0.0,0.0,0.0,2.6,1.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,93.51
South Korea,307,0.0,0.0,0.0,0.0,1.75,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,97.08
South Korea,321,0.0,0.0,0.0,0.0,1.88,4.38,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,93.12
South Korea,335,1.24,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41,93.79
South Korea,349,6.92,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.05,87.42
South Korea,356,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,1.79,0.0,0.0,0.0,0.0,0.0,91.07,89.29
South Korea,370,15.93,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.11,75.22
South Korea,384,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.6,0.0,0.0,0.0,0.0,0.0,0.0,71.69,71.69
South Korea,398,18.6,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,0.0,0.0,0.41,0.0,0.0,0.0,0.0,74.38,73.55
South Korea,412,11.63,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,2.33,0.39,0.0,0.78,0.0,0.0,0.0,0.0,83.33,82.95
South Korea,426,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.74,0.0,0.0,0.0,0.0,0.0,90.04,90.04
South Korea,440,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,1.86,0.0,4.64,0.0,0.31,0.0,0.62,0.0,0.0,0.0,73.07,71.83
South Korea,454,19.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,1.47,0.25,4.42,0.0,0.0,0.25,1.72,0.0,0.0,0.0,72.73,70.27
South Korea,468,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.97,1.16,3.29,0.0,0.0,0.0,0.58,0.0,0.0,0.0,61.51,52.22
South Korea,482,43.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.66,0.0,0.0,6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.34
South Korea,496,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.02,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.21,54.19
South Korea,510,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.72,82.87
South Korea,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.89
Spain,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Spain,125,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.79,95.79
Spain,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Spain,153,0.0,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,89.86
Spain,167,0.0,0.0,0.0,0.0,0.0,50.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.64
Spain,181,0.0,5.07,0.0,0.0,0.0,59.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35.51
Spain,195,0.0,0.71,0.0,0.0,0.0,68.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.21
