Country,Year,0-17_fully,12-17_fully,18-24_fully,18-29_fully,25-34_fully,25-49_fully,30-39_fully,35-44_fully,40-49_fully,45-54_fully,50-54_fully,50-59_fully,55-59_fully,55-64_fully,60-64_fully,60-69_fully,65-69_fully,65-74_fully,70-74_fully,70-79_fully,75+_fully,75-79_fully,80+_fully,0-17_start,12-17_start,18-24_start,18-29_start,25-34_start,25-49_start,30-39_start,35-44_start,40-49_start,45-54_start,50-54_start,50-59_start,55-59_start,55-64_start,60-64_start,60-69_start,65-69_start,65-74_start,70-74_start,70-79_start,75+_start,75-79_start,80+_start,0-17_partly,12-17_partly,18-24_partly,18-29_partly,25-34_partly,25-49_partly,30-39_partly,35-44_partly,40-49_partly,45-54_partly,50-54_partly,50-59_partly,55-59_partly,55-64_partly,60-64_partly,60-69_partly,65-69_partly,65-74_partly,70-74_partly,70-79_partly,75+_partly,75-79_partly,80+_partly
Denmark,189,,,8.13,,,16.31,,,,,,70.66,,,,93.32,,,,98.67,,,100.67,,,66.56,,,56.73,,,,,,92.0,,,,96.01,,,,99.44,,,100.74,,,58.43,,,40.42,,,,,,21.34,,,,2.69,,,,0.77,,,0.07
Denmark,196,,,17.72,,,22.88,,,,,,83.42,,,,94.56,,,,98.93,,,100.81,,,70.44,,,66.81,,,,,,92.37,,,,96.18,,,,99.51,,,100.79,,,52.72,,,43.93,,,,,,8.95,,,,1.62,,,,0.58,,,-0.02
Denmark,203,,,34.26,,,31.58,,,,,,88.1,,,,95.29,,,,99.14,,,100.94,,,73.27,,,72.95,,,,,,92.74,,,,96.34,,,,99.58,,,100.84,,,39.01,,,41.37,,,,,,4.64,,,,1.05,,,,0.44,,,-0.1
Estonia,0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.01,,,0.02,,,,,,0.03,,,,0.02,,,,0.0,,,0.0,,,0.01,,,0.02,,,,,,0.03,,,,0.02,,,,0.0,,,0.0
Estonia,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.6,,,1.08,,,,,,1.51,,,,1.27,,,,0.53,,,0.22,,,0.6,,,1.08,,,,,,1.51,,,,1.27,,,,0.53,,,0.22
Estonia,14,,,0.01,,,0.01,,,,,,0.02,,,,0.02,,,,0.0,,,0.05,,,0.93,,,1.57,,,,,,2.34,,,,2.12,,,,1.15,,,1.59,,,0.92,,,1.56,,,,,,2.32,,,,2.1,,,,1.15,,,1.54
Estonia,21,,,0.11,,,0.26,,,,,,0.36,,,,0.29,,,,0.11,,,0.12,,,1.08,,,1.84,,,,,,2.87,,,,2.69,,,,1.78,,,3.57,,,0.97,,,1.58,,,,,,2.51,,,,2.4,,,,1.67,,,3.45
Estonia,28,,,0.56,,,1.03,,,,,,1.47,,,,1.25,,,,0.53,,,0.29,,,1.26,,,2.13,,,,,,3.41,,,,3.17,,,,2.27,,,4.68,,,0.7,,,1.1,,,,,,1.94,,,,1.92,,,,1.74,,,4.39
Estonia,35,,,0.9,,,1.54,,,,,,2.34,,,,2.15,,,,1.17,,,1.64,,,1.52,,,2.54,,,,,,4.09,,,,3.79,,,,3.31,,,7.48,,,0.62,,,1.0,,,,,,1.75,,,,1.64,,,,2.14,,,5.84
Estonia,42,,,1.04,,,1.79,,,,,,2.82,,,,2.66,,,,1.73,,,3.32,,,1.9,,,2.8,,,,,,4.54,,,,4.28,,,,4.91,,,14.44,,,0.86,,,1.01,,,,,,1.72,,,,1.62,,,,3.18,,,11.12
Estonia,49,,,1.22,,,2.09,,,,,,3.34,,,,3.1,,,,2.13,,,4.3,,,2.22,,,3.64,,,,,,6.19,,,,5.88,,,,7.15,,,19.82,,,1.0,,,1.55,,,,,,2.85,,,,2.78,,,,5.02,,,15.52
Estonia,56,,,1.49,,,2.56,,,,,,4.11,,,,3.8,,,,3.11,,,7.03,,,2.88,,,4.92,,,,,,8.15,,,,7.67,,,,8.03,,,23.16,,,1.39,,,2.36,,,,,,4.04,,,,3.87,,,,4.92,,,16.13
Estonia,63,,,1.92,,,2.87,,,,,,4.62,,,,4.36,,,,4.63,,,13.7,,,3.93,,,6.42,,,,,,11.07,,,,11.32,,,,9.57,,,27.11,,,2.01,,,3.55,,,,,,6.45,,,,6.96,,,,4.94,,,13.41
Estonia,70,,,2.03,,,3.06,,,,,,4.98,,,,4.94,,,,6.96,,,19.33,,,4.7,,,7.93,,,,,,14.14,,,,18.04,,,,16.91,,,32.31,,,2.67,,,4.87,,,,,,9.16,,,,13.1,,,,9.95,,,12.98
Estonia,77,,,2.15,,,3.18,,,,,,5.17,,,,5.18,,,,8.0,,,22.71,,,5.73,,,9.34,,,,,,16.66,,,,21.59,,,,24.2,,,36.46,,,3.58,,,6.16,,,,,,11.49,,,,16.41,,,,16.2,,,13.75
Estonia,84,,,2.23,,,3.3,,,,,,5.36,,,,5.46,,,,8.9,,,25.31,,,6.17,,,10.18,,,,,,18.39,,,,25.04,,,,33.02,,,41.82,,,3.94,,,6.88,,,,,,13.03,,,,19.58,,,,24.12,,,16.51
Estonia,91,,,2.31,,,3.43,,,,,,5.65,,,,6.11,,,,11.94,,,29.51,,,6.66,,,11.23,,,,,,21.39,,,,31.17,,,,40.99,,,45.73,,,4.35,,,7.8,,,,,,15.74,,,,25.06,,,,29.05,,,16.22
Estonia,98,,,2.41,,,3.63,,,,,,6.05,,,,6.71,,,,14.26,,,31.65,,,7.02,,,12.08,,,,,,23.72,,,,36.66,,,,51.33,,,50.76,,,4.61,,,8.45,,,,,,17.67,,,,29.95,,,,37.07,,,19.11
Estonia,105,,,2.64,,,4.36,,,,,,7.6,,,,8.46,,,,15.8,,,32.58,,,7.39,,,12.99,,,,,,26.31,,,,42.1,,,,59.08,,,53.86,,,4.75,,,8.63,,,,,,18.71,,,,33.64,,,,43.28,,,21.28
Estonia,112,,,3.04,,,5.41,,,,,,9.39,,,,10.47,,,,18.49,,,33.86,,,7.91,,,14.08,,,,,,29.21,,,,46.65,,,,62.82,,,55.58,,,4.87,,,8.67,,,,,,19.82,,,,36.18,,,,44.33,,,21.72
Estonia,119,,,4.16,,,7.01,,,,,,12.41,,,,14.5,,,,22.48,,,37.23,,,8.86,,,15.79,,,,,,33.75,,,,50.91,,,,65.61,,,57.27,,,4.7,,,8.78,,,,,,21.34,,,,36.41,,,,43.13,,,20.04
Estonia,126,,,4.99,,,8.52,,,,,,15.97,,,,20.62,,,,30.31,,,42.14,,,10.02,,,18.01,,,,,,41.61,,,,54.64,,,,67.34,,,58.38,,,5.03,,,9.49,,,,,,25.64,,,,34.02,,,,37.03,,,16.24
Estonia,133,,,5.47,,,9.5,,,,,,17.89,,,,23.71,,,,35.3,,,45.4,,,11.19,,,20.7,,,,,,46.78,,,,56.87,,,,68.3,,,59.35,,,5.72,,,11.2,,,,,,28.89,,,,33.16,,,,33.0,,,13.95
Estonia,140,,,6.42,,,11.33,,,,,,20.35,,,,27.54,,,,42.93,,,50.19,,,12.98,,,26.63,,,,,,49.17,,,,58.01,,,,68.88,,,60.04,,,6.56,,,15.3,,,,,,28.82,,,,30.47,,,,25.95,,,9.85
Estonia,147,,,8.62,,,13.43,,,,,,23.67,,,,32.79,,,,50.25,,,53.46,,,19.96,,,31.1,,,,,,50.58,,,,58.83,,,,69.45,,,60.69,,,11.34,,,17.67,,,,,,26.91,,,,26.04,,,,19.2,,,7.23
Estonia,154,,,10.42,,,15.62,,,,,,27.61,,,,38.77,,,,54.93,,,55.37,,,25.53,,,35.14,,,,,,52.03,,,,59.72,,,,69.96,,,61.19,,,15.11,,,19.52,,,,,,24.42,,,,20.95,,,,15.03,,,5.82
Estonia,161,,,12.86,,,18.74,,,,,,34.97,,,,45.67,,,,59.66,,,57.52,,,29.96,,,38.13,,,,,,53.34,,,,60.55,,,,70.4,,,61.62,,,17.1,,,19.39,,,,,,18.37,,,,14.88,,,,10.74,,,4.1
Estonia,168,,,15.29,,,23.0,,,,,,44.21,,,,51.89,,,,63.94,,,59.1,,,33.35,,,40.6,,,,,,54.72,,,,61.38,,,,70.82,,,61.97,,,18.06,,,17.6,,,,,,10.51,,,,9.49,,,,6.88,,,2.87
Estonia,175,,,17.0,,,25.08,,,,,,47.43,,,,54.83,,,,66.05,,,59.7,,,34.68,,,41.6,,,,,,55.27,,,,61.69,,,,70.94,,,62.09,,,17.68,,,16.52,,,,,,7.84,,,,6.86,,,,4.89,,,2.39
Estonia,182,,,19.32,,,30.43,,,,,,50.25,,,,57.86,,,,68.44,,,60.51,,,36.42,,,42.99,,,,,,56.26,,,,62.36,,,,71.27,,,62.35,,,17.1,,,12.56,,,,,,6.01,,,,4.5,,,,2.83,,,1.84
Estonia,189,,,24.53,,,34.32,,,,,,51.8,,,,59.04,,,,69.23,,,61.01,,,38.32,,,44.61,,,,,,57.47,,,,63.2,,,,71.69,,,62.65,,,13.79,,,10.29,,,,,,5.67,,,,4.16,,,,2.46,,,1.64
Estonia,196,,,29.11,,,37.74,,,,,,53.32,,,,59.99,,,,69.71,,,61.37,,,40.26,,,46.2,,,,,,58.72,,,,63.95,,,,72.06,,,62.93,,,11.15,,,8.46,,,,,,5.4,,,,3.96,,,,2.35,,,1.56
Estonia,203,,,33.68,,,41.02,,,,,,55.0,,,,61.11,,,,70.26,,,61.81,,,43.64,,,48.24,,,,,,60.29,,,,65.08,,,,72.69,,,63.35,,,9.96,,,7.22,,,,,,5.29,,,,3.97,,,,2.43,,,1.54
Finland,0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0
Finland,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.17,,,0.71,,,,,,0.65,,,,0.29,,,,0.08,,,0.34,,,0.17,,,0.71,,,,,,0.65,,,,0.29,,,,0.08,,,0.34
Finland,14,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.48,,,1.67,,,,,,1.78,,,,0.9,,,,0.5,,,2.79,,,0.48,,,1.67,,,,,,1.78,,,,0.9,,,,0.5,,,2.79
Finland,21,,,0.03,,,0.18,,,,,,0.16,,,,0.06,,,,0.0,,,0.0,,,0.91,,,2.51,,,,,,2.96,,,,1.67,,,,1.39,,,8.21,,,0.88,,,2.33,,,,,,2.8,,,,1.61,,,,1.39,,,8.21
Finland,28,,,0.15,,,0.66,,,,,,0.61,,,,0.27,,,,0.06,,,0.27,,,1.21,,,3.01,,,,,,3.68,,,,2.17,,,,2.15,,,14.17,,,1.06,,,2.35,,,,,,3.07,,,,1.9,,,,2.09,,,13.9
Finland,35,,,0.4,,,1.51,,,,,,1.58,,,,0.79,,,,0.35,,,1.89,,,1.35,,,3.22,,,,,,3.98,,,,2.39,,,,2.49,,,18.09,,,0.95,,,1.71,,,,,,2.4,,,,1.6,,,,2.14,,,16.2
Finland,42,,,0.54,,,1.84,,,,,,2.03,,,,1.06,,,,0.56,,,3.05,,,1.46,,,3.43,,,,,,4.29,,,,2.91,,,,3.26,,,26.09,,,0.92,,,1.59,,,,,,2.26,,,,1.85,,,,2.7,,,23.04
Finland,49,,,0.58,,,1.93,,,,,,2.17,,,,1.15,,,,0.66,,,3.84,,,1.64,,,3.76,,,,,,4.93,,,,4.65,,,,4.89,,,40.58,,,1.06,,,1.83,,,,,,2.76,,,,3.5,,,,4.23,,,36.74
Finland,56,,,0.62,,,2.0,,,,,,2.26,,,,1.22,,,,0.77,,,5.56,,,1.77,,,4.06,,,,,,5.95,,,,7.61,,,,7.39,,,55.19,,,1.15,,,2.06,,,,,,3.69,,,,6.39,,,,6.62,,,49.63
Finland,63,,,0.62,,,2.02,,,,,,2.28,,,,1.24,,,,0.82,,,6.33,,,1.92,,,4.39,,,,,,7.48,,,,11.1,,,,12.18,,,68.39,,,1.3,,,2.37,,,,,,5.2,,,,9.86,,,,11.36,,,62.06
Finland,70,,,0.63,,,2.03,,,,,,2.3,,,,1.25,,,,0.82,,,6.46,,,2.11,,,4.9,,,,,,9.49,,,,14.25,,,,20.25,,,78.31,,,1.48,,,2.87,,,,,,7.19,,,,13.0,,,,19.43,,,71.85
Finland,77,,,0.64,,,2.05,,,,,,2.32,,,,1.27,,,,0.85,,,6.57,,,2.3,,,5.38,,,,,,11.07,,,,16.9,,,,32.67,,,83.69,,,1.66,,,3.33,,,,,,8.75,,,,15.63,,,,31.82,,,77.12
Finland,84,,,0.65,,,2.08,,,,,,2.35,,,,1.29,,,,0.86,,,6.62,,,2.34,,,5.48,,,,,,11.33,,,,17.83,,,,48.6,,,86.7,,,1.69,,,3.4,,,,,,8.98,,,,16.54,,,,47.74,,,80.08
Finland,91,,,0.66,,,2.1,,,,,,2.38,,,,1.31,,,,0.89,,,6.74,,,2.46,,,5.73,,,,,,11.83,,,,20.24,,,,66.61,,,88.37,,,1.8,,,3.63,,,,,,9.45,,,,18.93,,,,65.72,,,81.63
Finland,98,,,0.71,,,2.19,,,,,,2.52,,,,1.4,,,,1.03,,,7.45,,,2.85,,,6.6,,,,,,13.6,,,,26.82,,,,82.13,,,89.43,,,2.14,,,4.41,,,,,,11.08,,,,25.42,,,,81.1,,,81.98
Finland,105,,,0.93,,,2.61,,,,,,3.15,,,,1.84,,,,1.58,,,11.06,,,3.76,,,8.49,,,,,,17.38,,,,39.52,,,,90.26,,,90.46,,,2.83,,,5.88,,,,,,14.23,,,,37.68,,,,88.68,,,79.4
Finland,112,,,1.16,,,2.97,,,,,,3.67,,,,2.24,,,,2.17,,,15.18,,,4.75,,,10.46,,,,,,23.06,,,,52.86,,,,92.75,,,91.04,,,3.59,,,7.49,,,,,,19.39,,,,50.62,,,,90.58,,,75.86
Finland,119,,,1.25,,,3.14,,,,,,3.91,,,,2.46,,,,2.59,,,17.88,,,5.87,,,12.27,,,,,,32.62,,,,64.54,,,,93.84,,,91.36,,,4.62,,,9.13,,,,,,28.71,,,,62.08,,,,91.25,,,73.48
Finland,126,,,1.35,,,3.32,,,,,,4.21,,,,3.01,,,,3.41,,,25.66,,,6.72,,,14.11,,,,,,46.45,,,,73.45,,,,94.58,,,91.73,,,5.37,,,10.79,,,,,,42.24,,,,70.44,,,,91.17,,,66.07
Finland,133,,,1.48,,,3.59,,,,,,4.78,,,,4.62,,,,4.9,,,39.29,,,7.32,,,16.82,,,,,,57.19,,,,78.02,,,,95.1,,,92.1,,,5.84,,,13.23,,,,,,52.41,,,,73.4,,,,90.2,,,52.81
Finland,140,,,1.63,,,3.91,,,,,,5.84,,,,7.73,,,,7.26,,,53.99,,,7.92,,,21.47,,,,,,66.57,,,,81.48,,,,95.57,,,92.81,,,6.29,,,17.56,,,,,,60.73,,,,73.75,,,,88.31,,,38.82
Finland,147,,,1.8,,,4.27,,,,,,7.36,,,,11.14,,,,11.93,,,67.15,,,8.48,,,27.18,,,,,,72.76,,,,83.42,,,,95.97,,,93.19,,,6.68,,,22.91,,,,,,65.4,,,,72.28,,,,84.04,,,26.04
Finland,154,,,1.97,,,4.77,,,,,,9.29,,,,14.38,,,,19.98,,,76.68,,,9.39,,,34.73,,,,,,76.73,,,,84.79,,,,96.43,,,93.55,,,7.42,,,29.96,,,,,,67.44,,,,70.41,,,,76.45,,,16.87
Finland,161,,,2.17,,,5.24,,,,,,10.76,,,,17.22,,,,31.95,,,82.26,,,11.64,,,44.98,,,,,,79.43,,,,85.91,,,,96.83,,,93.75,,,9.47,,,39.74,,,,,,68.67,,,,68.69,,,,64.88,,,11.49
Finland,168,,,2.26,,,5.41,,,,,,11.16,,,,18.64,,,,48.34,,,85.52,,,17.32,,,55.3,,,,,,80.85,,,,86.59,,,,97.18,,,93.9,,,15.06,,,49.89,,,,,,69.69,,,,67.95,,,,48.84,,,8.38
Finland,175,,,2.43,,,5.73,,,,,,11.8,,,,20.84,,,,65.27,,,87.1,,,24.64,,,60.4,,,,,,81.49,,,,86.95,,,,97.43,,,93.99,,,22.21,,,54.67,,,,,,69.69,,,,66.11,,,,32.16,,,6.89
Finland,182,,,2.93,,,6.82,,,,,,13.89,,,,27.57,,,,80.58,,,88.25,,,36.91,,,64.65,,,,,,82.23,,,,87.45,,,,97.86,,,94.1,,,33.98,,,57.83,,,,,,68.34,,,,59.88,,,,17.28,,,5.85
Finland,189,,,3.78,,,8.65,,,,,,18.13,,,,40.35,,,,88.54,,,89.04,,,45.54,,,67.19,,,,,,82.91,,,,88.0,,,,98.25,,,94.22,,,41.76,,,58.54,,,,,,64.78,,,,47.65,,,,9.71,,,5.18
Finland,196,,,4.66,,,10.42,,,,,,24.62,,,,52.31,,,,91.45,,,89.47,,,51.75,,,69.23,,,,,,83.54,,,,88.59,,,,98.43,,,94.31,,,47.09,,,58.81,,,,,,58.92,,,,36.28,,,,6.98,,,4.84
Finland,203,,,5.75,,,12.63,,,,,,34.74,,,,63.52,,,,92.73,,,89.76,,,56.25,,,70.85,,,,,,84.24,,,,89.04,,,,98.6,,,94.4,,,50.5,,,58.22,,,,,,49.5,,,,25.52,,,,5.87,,,4.64
Finland,207,,,5.78,,,12.81,,,,,,35.25,,,,63.71,,,,92.75,,,89.77,,,56.37,,,70.92,,,,,,84.29,,,,89.07,,,,98.6,,,94.4,,,50.59,,,58.11,,,,,,49.04,,,,25.36,,,,5.85,,,4.63
France,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.01,,,0.07,,,,,,0.44,,,,0.28,,,,0.16,,,0.4,,,0.01,,,0.07,,,,,,0.44,,,,0.28,,,,0.16,,,0.4
France,14,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.06,,,0.36,,,,,,1.74,,,,1.02,,,,0.83,,,2.05,,,0.06,,,0.36,,,,,,1.74,,,,1.02,,,,0.83,,,2.05
France,21,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.01,,,0.12,,,0.66,,,,,,2.71,,,,1.73,,,,4.04,,,8.85,,,0.12,,,0.66,,,,,,2.71,,,,1.73,,,,4.04,,,8.84
France,28,,,0.0,,,0.03,,,,,,0.21,,,,0.12,,,,0.08,,,0.24,,,0.16,,,0.85,,,,,,3.22,,,,2.2,,,,6.9,,,14.75,,,0.16,,,0.82,,,,,,3.01,,,,2.08,,,,6.82,,,14.51
France,35,,,0.03,,,0.18,,,,,,0.99,,,,0.58,,,,0.43,,,1.3,,,0.19,,,0.96,,,,,,3.5,,,,2.52,,,,9.04,,,18.86,,,0.16,,,0.78,,,,,,2.51,,,,1.94,,,,8.61,,,17.56
France,42,,,0.08,,,0.45,,,,,,1.95,,,,1.19,,,,1.6,,,4.63,,,0.3,,,1.26,,,,,,3.85,,,,2.87,,,,10.93,,,22.21,,,0.22,,,0.81,,,,,,1.9,,,,1.68,,,,9.33,,,17.58
France,49,,,0.12,,,0.67,,,,,,2.67,,,,1.74,,,,4.27,,,9.86,,,0.45,,,1.58,,,,,,4.17,,,,3.19,,,,12.15,,,24.4,,,0.33,,,0.91,,,,,,1.5,,,,1.45,,,,7.88,,,14.54
France,56,,,0.15,,,0.81,,,,,,3.06,,,,2.12,,,,6.77,,,14.42,,,0.63,,,1.91,,,,,,5.11,,,,4.15,,,,13.58,,,26.76,,,0.48,,,1.1,,,,,,2.05,,,,2.03,,,,6.81,,,12.34
France,63,,,0.18,,,0.92,,,,,,3.34,,,,2.43,,,,8.83,,,18.01,,,0.87,,,2.39,,,,,,7.06,,,,6.79,,,,18.01,,,31.99,,,0.69,,,1.47,,,,,,3.72,,,,4.36,,,,9.18,,,13.98
France,70,,,0.21,,,1.03,,,,,,3.57,,,,2.73,,,,10.64,,,21.14,,,1.17,,,3.02,,,,,,9.13,,,,10.49,,,,24.78,,,38.43,,,0.96,,,1.99,,,,,,5.56,,,,7.76,,,,14.14,,,17.29
France,77,,,0.23,,,1.12,,,,,,3.73,,,,2.97,,,,11.82,,,23.22,,,1.33,,,3.41,,,,,,10.19,,,,12.86,,,,31.35,,,45.83,,,1.1,,,2.29,,,,,,6.46,,,,9.89,,,,19.53,,,22.61
France,84,,,0.26,,,1.2,,,,,,3.89,,,,3.23,,,,13.22,,,25.51,,,1.59,,,4.04,,,,,,12.29,,,,18.03,,,,41.28,,,53.33,,,1.33,,,2.84,,,,,,8.4,,,,14.8,,,,28.06,,,27.82
France,91,,,0.29,,,1.3,,,,,,4.14,,,,3.74,,,,16.33,,,30.21,,,2.02,,,4.92,,,,,,14.46,,,,22.63,,,,50.73,,,58.61,,,1.73,,,3.62,,,,,,10.32,,,,18.89,,,,34.4,,,28.4
France,98,,,0.33,,,1.46,,,,,,4.52,,,,4.57,,,,20.29,,,35.71,,,2.5,,,5.86,,,,,,16.97,,,,27.69,,,,59.8,,,62.84,,,2.17,,,4.4,,,,,,12.45,,,,23.12,,,,39.51,,,27.13
France,105,,,0.44,,,1.75,,,,,,5.13,,,,5.94,,,,25.7,,,42.55,,,2.98,,,6.84,,,,,,20.53,,,,35.25,,,,67.46,,,66.6,,,2.54,,,5.09,,,,,,15.4,,,,29.31,,,,41.76,,,24.05
France,112,,,0.68,,,2.3,,,,,,6.15,,,,7.84,,,,32.1,,,48.95,,,3.39,,,7.74,,,,,,24.08,,,,43.41,,,,72.12,,,69.06,,,2.71,,,5.44,,,,,,17.93,,,,35.57,,,,40.02,,,20.11
France,119,,,1.0,,,3.0,,,,,,7.44,,,,10.02,,,,38.74,,,53.03,,,3.95,,,9.11,,,,,,28.65,,,,52.33,,,,76.45,,,71.43,,,2.95,,,6.11,,,,,,21.21,,,,42.31,,,,37.71,,,18.4
France,126,,,1.47,,,3.99,,,,,,9.46,,,,13.2,,,,46.2,,,56.47,,,5.13,,,12.17,,,,,,34.35,,,,59.21,,,,79.69,,,73.3,,,3.66,,,8.18,,,,,,24.89,,,,46.01,,,,33.49,,,16.83
France,133,,,1.81,,,4.72,,,,,,11.33,,,,17.13,,,,51.67,,,58.87,,,8.24,,,17.1,,,,,,42.76,,,,63.91,,,,81.97,,,74.64,,,6.43,,,12.38,,,,,,31.43,,,,46.78,,,,30.3,,,15.77
France,140,,,2.14,,,5.38,,,,,,13.22,,,,20.83,,,,55.1,,,60.4,,,13.29,,,23.47,,,,,,50.77,,,,67.87,,,,83.93,,,75.86,,,11.15,,,18.09,,,,,,37.55,,,,47.04,,,,28.83,,,15.46
France,147,,,2.51,,,6.16,,,,,,15.61,,,,25.69,,,,59.02,,,62.02,,,18.69,,,29.41,,,,,,56.25,,,,70.52,,,,85.29,,,76.76,,,16.18,,,23.25,,,,,,40.64,,,,44.83,,,,26.27,,,14.74
France,154,,,3.02,,,7.25,,,,,,18.82,,,,33.28,,,,63.67,,,63.93,,,25.91,,,36.26,,,,,,60.74,,,,72.88,,,,86.61,,,77.71,,,22.89,,,29.01,,,,,,41.92,,,,39.6,,,,22.94,,,13.78
France,161,,,3.8,,,8.96,,,,,,22.9,,,,41.6,,,,68.16,,,65.95,,,33.0,,,42.47,,,,,,64.28,,,,74.81,,,,87.74,,,78.51,,,29.2,,,33.51,,,,,,41.38,,,,33.21,,,,19.58,,,12.56
France,168,,,5.36,,,12.36,,,,,,28.88,,,,49.48,,,,72.75,,,67.97,,,37.85,,,46.52,,,,,,66.63,,,,76.18,,,,88.58,,,79.13,,,32.49,,,34.16,,,,,,37.75,,,,26.7,,,,15.83,,,11.16
France,175,,,9.01,,,17.66,,,,,,37.24,,,,55.43,,,,76.06,,,69.58,,,41.59,,,49.26,,,,,,68.32,,,,77.2,,,,89.24,,,79.61,,,32.58,,,31.6,,,,,,31.08,,,,21.77,,,,13.18,,,10.03
France,182,,,14.44,,,24.02,,,,,,45.11,,,,60.51,,,,78.68,,,70.97,,,44.79,,,51.54,,,,,,69.85,,,,78.16,,,,89.84,,,80.05,,,30.35,,,27.52,,,,,,24.74,,,,17.65,,,,11.16,,,9.08
France,189,,,20.49,,,30.34,,,,,,51.32,,,,64.5,,,,80.65,,,72.12,,,47.97,,,54.02,,,,,,71.57,,,,79.23,,,,90.49,,,80.53,,,27.48,,,23.68,,,,,,20.25,,,,14.73,,,,9.84,,,8.41
France,196,,,27.89,,,36.89,,,,,,55.81,,,,67.09,,,,82.0,,,72.98,,,53.06,,,57.8,,,,,,73.84,,,,80.51,,,,91.23,,,81.02,,,25.17,,,20.91,,,,,,18.03,,,,13.42,,,,9.23,,,8.04
France,203,,,34.8,,,42.75,,,,,,59.63,,,,69.36,,,,83.26,,,73.88,,,60.17,,,63.05,,,,,,76.93,,,,82.2,,,,92.17,,,81.66,,,25.37,,,20.3,,,,,,17.3,,,,12.84,,,,8.91,,,7.78
Hungary,0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.02,,,,,,0.02,,,,0.01,,,,0.0,,,0.0,,,0.0,,,0.02,,,,,,0.02,,,,0.01,,,,0.0,,,0.0
Hungary,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.33,,,0.93,,,,,,1.52,,,,0.85,,,,0.55,,,0.64,,,0.33,,,0.93,,,,,,1.52,,,,0.85,,,,0.55,,,0.64
Hungary,14,,,0.0,,,0.01,,,,,,0.01,,,,0.01,,,,0.0,,,0.0,,,0.79,,,1.55,,,,,,2.51,,,,1.45,,,,0.96,,,1.12,,,0.79,,,1.54,,,,,,2.5,,,,1.44,,,,0.96,,,1.12
Hungary,21,,,0.03,,,0.18,,,,,,0.24,,,,0.12,,,,0.06,,,0.02,,,1.11,,,1.85,,,,,,2.89,,,,1.69,,,,1.1,,,1.18,,,1.08,,,1.67,,,,,,2.65,,,,1.57,,,,1.04,,,1.16
Hungary,28,,,0.3,,,0.89,,,,,,1.47,,,,0.83,,,,0.54,,,0.64,,,1.59,,,2.62,,,,,,4.27,,,,2.74,,,,2.32,,,5.15,,,1.29,,,1.73,,,,,,2.8,,,,1.91,,,,1.78,,,4.51
Hungary,35,,,0.74,,,1.52,,,,,,2.48,,,,1.43,,,,0.9,,,0.88,,,1.74,,,2.75,,,,,,4.43,,,,2.84,,,,2.42,,,13.09,,,1.0,,,1.23,,,,,,1.95,,,,1.41,,,,1.52,,,12.21
Hungary,42,,,1.08,,,1.83,,,,,,2.9,,,,1.69,,,,1.12,,,1.29,,,1.78,,,2.92,,,,,,5.74,,,,2.98,,,,3.28,,,19.05,,,0.7,,,1.09,,,,,,2.84,,,,1.29,,,,2.16,,,17.76
Hungary,49,,,1.54,,,2.57,,,,,,4.25,,,,2.71,,,,2.31,,,5.11,,,2.07,,,3.28,,,,,,7.45,,,,4.1,,,,5.57,,,24.96,,,0.53,,,0.71,,,,,,3.2,,,,1.39,,,,3.26,,,19.85
Hungary,56,,,1.7,,,2.72,,,,,,4.46,,,,2.86,,,,2.49,,,10.57,,,2.2,,,3.86,,,,,,9.91,,,,9.54,,,,16.67,,,34.57,,,0.5,,,1.14,,,,,,5.45,,,,6.68,,,,14.18,,,24.0
Hungary,63,,,1.72,,,2.76,,,,,,4.54,,,,3.07,,,,3.48,,,18.87,,,2.34,,,4.2,,,,,,11.49,,,,17.44,,,,33.53,,,44.11,,,0.62,,,1.44,,,,,,6.95,,,,14.37,,,,30.05,,,25.24
Hungary,70,,,1.98,,,3.04,,,,,,5.98,,,,4.19,,,,5.77,,,24.65,,,2.9,,,5.77,,,,,,15.56,,,,24.93,,,,45.41,,,51.13,,,0.92,,,2.73,,,,,,9.58,,,,20.74,,,,39.64,,,26.48
Hungary,77,,,2.05,,,3.31,,,,,,7.47,,,,4.82,,,,8.17,,,29.97,,,3.43,,,6.65,,,,,,16.92,,,,31.94,,,,55.16,,,56.34,,,1.38,,,3.34,,,,,,9.45,,,,27.12,,,,46.99,,,26.37
