date,vaccine,total_vaccinations,location
2020-12-23,Pfizer/BioNTech,427,Switzerland
2020-12-24,Pfizer/BioNTech,690,Switzerland
2020-12-25,Pfizer/BioNTech,690,Switzerland
2020-12-26,Pfizer/BioNTech,1126,Switzerland
2020-12-27,Pfizer/BioNTech,1126,Switzerland
2020-12-28,Pfizer/BioNTech,2746,Switzerland
2020-12-29,Pfizer/BioNTech,4436,Switzerland
2020-12-30,Pfizer/BioNTech,6106,Switzerland
2020-12-31,Pfizer/BioNTech,6358,Switzerland
2021-01-01,Pfizer/BioNTech,6396,Switzerland
2021-01-02,Pfizer/BioNTech,6400,Switzerland
2021-01-03,Pfizer/BioNTech,6400,Switzerland
2021-01-04,Pfizer/BioNTech,10055,Switzerland
2021-01-05,Pfizer/BioNTech,17146,Switzerland
2021-01-06,Pfizer/BioNTech,22987,Switzerland
2021-01-07,Pfizer/BioNTech,30197,Switzerland
2021-01-08,Pfizer/BioNTech,38236,Switzerland
2021-01-09,Pfizer/BioNTech,40354,Switzerland
2021-01-10,Pfizer/BioNTech,40386,Switzerland
2021-01-11,Pfizer/BioNTech,47776,Switzerland
2021-01-12,Pfizer/BioNTech,58080,Switzerland
2021-01-13,Pfizer/BioNTech,68954,Switzerland
2021-01-14,Pfizer/BioNTech,79223,Switzerland
2021-01-15,Pfizer/BioNTech,89203,Switzerland
2021-01-16,Pfizer/BioNTech,91237,Switzerland
2021-01-17,Pfizer/BioNTech,91817,Switzerland
2021-01-18,Pfizer/BioNTech,102396,Switzerland
2021-01-19,Pfizer/BioNTech,114967,Switzerland
2021-01-20,Pfizer/BioNTech,128677,Switzerland
2021-01-21,Pfizer/BioNTech,143208,Switzerland
2021-01-22,Pfizer/BioNTech,154966,Switzerland
2021-01-23,Pfizer/BioNTech,156728,Switzerland
2021-01-24,Pfizer/BioNTech,157292,Switzerland
2021-01-25,Pfizer/BioNTech,164656,Switzerland
2021-01-26,Pfizer/BioNTech,173293,Switzerland
2021-01-27,Pfizer/BioNTech,180577,Switzerland
2021-01-28,Pfizer/BioNTech,189545,Switzerland
2021-01-29,Pfizer/BioNTech,195583,Switzerland
2021-01-30,Pfizer/BioNTech,195583,Switzerland
2021-01-31,Pfizer/BioNTech,195583,Switzerland
2021-02-01,Pfizer/BioNTech,202199,Switzerland
2021-02-02,Pfizer/BioNTech,210473,Switzerland
2021-02-03,Pfizer/BioNTech,218445,Switzerland
2021-02-04,Pfizer/BioNTech,228685,Switzerland
2021-02-05,Pfizer/BioNTech,238783,Switzerland
2021-02-06,Pfizer/BioNTech,240935,Switzerland
2021-02-07,Pfizer/BioNTech,241554,Switzerland
2021-02-08,Pfizer/BioNTech,252071,Switzerland
2021-02-09,Pfizer/BioNTech,267086,Switzerland
2021-02-10,Pfizer/BioNTech,282249,Switzerland
2021-02-11,Pfizer/BioNTech,298002,Switzerland
2021-02-12,Pfizer/BioNTech,311005,Switzerland
2021-02-13,Pfizer/BioNTech,312786,Switzerland
2021-02-14,Pfizer/BioNTech,313399,Switzerland
2021-02-15,Pfizer/BioNTech,322690,Switzerland
2021-02-16,Pfizer/BioNTech,334460,Switzerland
2021-02-17,Pfizer/BioNTech,345807,Switzerland
2021-02-18,Pfizer/BioNTech,359400,Switzerland
2021-02-19,Pfizer/BioNTech,371671,Switzerland
2021-02-20,Pfizer/BioNTech,374215,Switzerland
2021-02-21,Pfizer/BioNTech,375061,Switzerland
2021-02-22,Pfizer/BioNTech,383803,Switzerland
2021-02-23,Pfizer/BioNTech,394303,Switzerland
2021-02-24,Pfizer/BioNTech,405470,Switzerland
2021-02-25,Pfizer/BioNTech,417165,Switzerland
2021-02-26,Pfizer/BioNTech,426266,Switzerland
2021-02-27,Pfizer/BioNTech,428659,Switzerland
2021-02-28,Pfizer/BioNTech,429585,Switzerland
2021-03-01,Pfizer/BioNTech,438602,Switzerland
2021-03-02,Pfizer/BioNTech,449456,Switzerland
2021-03-03,Pfizer/BioNTech,463507,Switzerland
2021-03-04,Pfizer/BioNTech,477933,Switzerland
2021-03-05,Pfizer/BioNTech,491109,Switzerland
2021-03-06,Pfizer/BioNTech,493772,Switzerland
2021-03-07,Pfizer/BioNTech,494906,Switzerland
2021-03-08,Pfizer/BioNTech,506641,Switzerland
2021-03-09,Pfizer/BioNTech,521187,Switzerland
2021-03-10,Pfizer/BioNTech,535952,Switzerland
2021-03-11,Pfizer/BioNTech,551579,Switzerland
2021-03-12,Pfizer/BioNTech,565158,Switzerland
2021-03-13,Pfizer/BioNTech,567001,Switzerland
2021-03-14,Pfizer/BioNTech,567869,Switzerland
2021-03-15,Pfizer/BioNTech,578832,Switzerland
2021-03-16,Pfizer/BioNTech,594797,Switzerland
