date,vaccine,total_vaccinations,location
2021-03-07,Oxford/AstraZeneca,75497,Czechia
2021-03-07,Moderna,56399,Czechia
2021-03-07,Johnson&Johnson,5,Czechia
2021-03-08,Johnson&Johnson,6,Czechia
2021-03-08,Moderna,59481,Czechia
2021-03-08,Oxford/AstraZeneca,83380,Czechia
2021-03-08,Pfizer/BioNTech,744547,Czechia
2021-03-09,Moderna,64803,Czechia
2021-03-09,Oxford/AstraZeneca,94592,Czechia
2021-03-09,Pfizer/BioNTech,770539,Czechia
2021-03-10,Pfizer/BioNTech,802691,Czechia
2021-03-10,Oxford/AstraZeneca,105505,Czechia
2021-03-10,Moderna,69801,Czechia
2021-03-11,Moderna,74089,Czechia
2021-03-11,Oxford/AstraZeneca,117303,Czechia
2021-03-11,Pfizer/BioNTech,839606,Czechia
2021-03-12,Moderna,79519,Czechia
2021-03-12,Oxford/AstraZeneca,129562,Czechia
2021-03-12,Pfizer/BioNTech,868983,Czechia
2021-03-13,Oxford/AstraZeneca,132561,Czechia
2021-03-13,Moderna,80815,Czechia
2021-03-13,Pfizer/BioNTech,883004,Czechia
2021-03-14,Moderna,81950,Czechia
2021-03-14,Oxford/AstraZeneca,133474,Czechia
2021-03-14,Pfizer/BioNTech,894157,Czechia
2021-03-15,Oxford/AstraZeneca,141517,Czechia
2021-03-15,Pfizer/BioNTech,916353,Czechia
2021-03-15,Moderna,88753,Czechia
2021-03-16,Oxford/AstraZeneca,150263,Czechia
2021-03-16,Pfizer/BioNTech,947695,Czechia
2021-03-16,Johnson&Johnson,8,Czechia
2021-03-16,Moderna,97955,Czechia
2021-03-17,Oxford/AstraZeneca,159285,Czechia
2021-03-17,Pfizer/BioNTech,978790,Czechia
2021-03-17,Moderna,105699,Czechia
2021-03-18,Oxford/AstraZeneca,168627,Czechia
2021-03-18,Pfizer/BioNTech,1012514,Czechia
2021-03-18,Johnson&Johnson,11,Czechia
2021-03-18,Moderna,112847,Czechia
2021-03-19,Moderna,118917,Czechia
2021-03-19,Oxford/AstraZeneca,177430,Czechia
2021-03-19,Pfizer/BioNTech,1045542,Czechia
2021-03-20,Moderna,120059,Czechia
2021-03-20,Oxford/AstraZeneca,179858,Czechia
2021-03-20,Pfizer/BioNTech,1059066,Czechia
2021-03-21,Oxford/AstraZeneca,180334,Czechia
2021-03-21,Pfizer/BioNTech,1067190,Czechia
2021-03-21,Johnson&Johnson,12,Czechia
2021-03-21,Moderna,120379,Czechia
2021-03-22,Johnson&Johnson,13,Czechia
2021-03-22,Moderna,124676,Czechia
2021-03-22,Oxford/AstraZeneca,187203,Czechia
2021-03-22,Pfizer/BioNTech,1092850,Czechia
2021-03-23,Johnson&Johnson,14,Czechia
2021-03-23,Moderna,128525,Czechia
2021-03-23,Oxford/AstraZeneca,194837,Czechia
2021-03-23,Pfizer/BioNTech,1121175,Czechia
2021-03-24,Pfizer/BioNTech,1151695,Czechia
2021-03-24,Moderna,132680,Czechia
2021-03-24,Oxford/AstraZeneca,202611,Czechia
2021-03-25,Pfizer/BioNTech,1184197,Czechia
2021-03-25,Oxford/AstraZeneca,210129,Czechia
2021-03-25,Moderna,136723,Czechia
2021-03-26,Moderna,139282,Czechia
2021-03-26,Oxford/AstraZeneca,215881,Czechia
2021-03-26,Pfizer/BioNTech,1218060,Czechia
2021-03-27,Johnson&Johnson,16,Czechia
2021-03-27,Moderna,140525,Czechia
2021-03-27,Oxford/AstraZeneca,216763,Czechia
2021-03-27,Pfizer/BioNTech,1229160,Czechia
2021-03-28,Moderna,142082,Czechia
2021-03-28,Oxford/AstraZeneca,216890,Czechia
2021-03-28,Pfizer/BioNTech,1237130,Czechia
2021-03-29,Pfizer/BioNTech,1267005,Czechia
2021-03-29,Oxford/AstraZeneca,220662,Czechia
2021-03-29,Johnson&Johnson,17,Czechia
2021-03-29,Moderna,148082,Czechia
2021-03-30,Moderna,156932,Czechia
2021-03-30,Oxford/AstraZeneca,226032,Czechia
2021-03-30,Pfizer/BioNTech,1299489,Czechia
2021-03-31,Johnson&Johnson,20,Czechia
2021-03-31,Moderna,167939,Czechia
2021-03-31,Oxford/AstraZeneca,231005,Czechia
2021-03-31,Pfizer/BioNTech,1333500,Czechia
2021-04-01,Pfizer/BioNTech,1375659,Czechia
2021-04-01,Oxford/AstraZeneca,235576,Czechia
2021-04-01,Johnson&Johnson,23,Czechia
2021-04-01,Moderna,178635,Czechia
2021-04-02,Johnson&Johnson,33,Czechia
2021-04-02,Moderna,181167,Czechia
2021-04-02,Oxford/AstraZeneca,236150,Czechia
2021-04-02,Pfizer/BioNTech,1392137,Czechia
2021-04-03,Johnson&Johnson,34,Czechia
2021-04-03,Moderna,182867,Czechia
2021-04-03,Oxford/AstraZeneca,236363,Czechia
2021-04-03,Pfizer/BioNTech,1404685,Czechia
2021-04-04,Pfizer/BioNTech,1414719,Czechia
2021-04-04,Oxford/AstraZeneca,236369,Czechia
2021-04-04,Moderna,184081,Czechia
2021-04-05,Johnson&Johnson,36,Czechia
2021-04-05,Moderna,185481,Czechia
2021-04-05,Oxford/AstraZeneca,236440,Czechia
2021-04-05,Pfizer/BioNTech,1422741,Czechia
2021-04-06,Johnson&Johnson,41,Czechia
2021-04-06,Moderna,193942,Czechia
2021-04-06,Oxford/AstraZeneca,239430,Czechia
2021-04-06,Pfizer/BioNTech,1456497,Czechia
2021-04-07,Pfizer/BioNTech,1485427,Czechia
2021-04-07,Oxford/AstraZeneca,247545,Czechia
2021-04-07,Johnson&Johnson,45,Czechia
2021-04-07,Moderna,202305,Czechia
2021-04-08,Johnson&Johnson,50,Czechia
2021-04-08,Moderna,208520,Czechia
2021-04-08,Oxford/AstraZeneca,258948,Czechia
2021-04-08,Pfizer/BioNTech,1537088,Czechia
2021-04-09,Pfizer/BioNTech,1587359,Czechia
2021-04-09,Johnson&Johnson,53,Czechia
2021-04-09,Moderna,216085,Czechia
2021-04-09,Oxford/AstraZeneca,270315,Czechia
2021-04-10,Johnson&Johnson,58,Czechia
2021-04-10,Moderna,217650,Czechia
2021-04-10,Oxford/AstraZeneca,273815,Czechia
2021-04-10,Pfizer/BioNTech,1612898,Czechia
2021-04-11,Oxford/AstraZeneca,274311,Czechia
2021-04-11,Pfizer/BioNTech,1630973,Czechia
2021-04-11,Johnson&Johnson,61,Czechia
2021-04-11,Moderna,218792,Czechia
2021-04-12,Oxford/AstraZeneca,283214,Czechia
2021-04-12,Pfizer/BioNTech,1676463,Czechia
2021-04-12,Johnson&Johnson,64,Czechia
2021-04-12,Moderna,227379,Czechia
2021-04-13,Oxford/AstraZeneca,292730,Czechia
2021-04-13,Pfizer/BioNTech,1718352,Czechia
2021-04-13,Moderna,237937,Czechia
2021-04-14,Moderna,248368,Czechia
2021-04-14,Oxford/AstraZeneca,302814,Czechia
2021-04-14,Pfizer/BioNTech,1763812,Czechia
2021-04-15,Moderna,257837,Czechia
2021-04-15,Oxford/AstraZeneca,311934,Czechia
2021-04-15,Pfizer/BioNTech,1818550,Czechia
2021-04-16,Moderna,267836,Czechia
2021-04-16,Oxford/AstraZeneca,318680,Czechia
2021-04-16,Pfizer/BioNTech,1871857,Czechia
2021-04-17,Pfizer/BioNTech,1894459,Czechia
2021-04-17,Oxford/AstraZeneca,319295,Czechia
2021-04-17,Moderna,270203,Czechia
2021-04-18,Moderna,271091,Czechia
2021-04-18,Oxford/AstraZeneca,319441,Czechia
2021-04-18,Pfizer/BioNTech,1911307,Czechia
2021-04-19,Moderna,278042,Czechia
2021-04-19,Oxford/AstraZeneca,325052,Czechia
2021-04-19,Pfizer/BioNTech,1957975,Czechia
2021-04-20,Moderna,284719,Czechia
2021-04-20,Oxford/AstraZeneca,331815,Czechia
2021-04-20,Pfizer/BioNTech,2002411,Czechia
2021-04-21,Pfizer/BioNTech,2051395,Czechia
2021-04-21,Oxford/AstraZeneca,339298,Czechia
2021-04-21,Moderna,290152,Czechia
2021-04-22,Johnson&Johnson,92,Czechia
2021-04-22,Moderna,296055,Czechia
2021-04-22,Oxford/AstraZeneca,347445,Czechia
2021-04-22,Pfizer/BioNTech,2109026,Czechia
2021-04-23,Johnson&Johnson,312,Czechia
2021-04-23,Moderna,299900,Czechia
2021-04-23,Oxford/AstraZeneca,353660,Czechia
2021-04-23,Pfizer/BioNTech,2160395,Czechia
2021-04-24,Pfizer/BioNTech,2181854,Czechia
2021-04-24,Oxford/AstraZeneca,354340,Czechia
2021-04-24,Moderna,300727,Czechia
2021-04-24,Johnson&Johnson,324,Czechia
2021-04-25,Johnson&Johnson,340,Czechia
2021-04-25,Moderna,302197,Czechia
2021-04-25,Oxford/AstraZeneca,354516,Czechia
2021-04-25,Pfizer/BioNTech,2198814,Czechia
2021-04-26,Johnson&Johnson,882,Czechia
2021-04-26,Moderna,306521,Czechia
2021-04-26,Oxford/AstraZeneca,360147,Czechia
2021-04-26,Pfizer/BioNTech,2244821,Czechia
2021-04-27,Pfizer/BioNTech,2291009,Czechia
2021-04-27,Oxford/AstraZeneca,366854,Czechia
2021-04-27,Moderna,312815,Czechia
2021-04-27,Johnson&Johnson,1818,Czechia
2021-04-28,Johnson&Johnson,3269,Czechia
2021-04-28,Moderna,321241,Czechia
2021-04-28,Oxford/AstraZeneca,373550,Czechia
2021-04-28,Pfizer/BioNTech,2345615,Czechia
2021-04-29,Johnson&Johnson,4878,Czechia
2021-04-29,Moderna,329087,Czechia
2021-04-29,Oxford/AstraZeneca,380073,Czechia
2021-04-29,Pfizer/BioNTech,2409290,Czechia
2021-04-30,Pfizer/BioNTech,2470702,Czechia
2021-04-30,Oxford/AstraZeneca,383967,Czechia
2021-04-30,Johnson&Johnson,6341,Czechia
2021-04-30,Moderna,332886,Czechia
2021-05-01,Johnson&Johnson,6444,Czechia
2021-05-01,Moderna,334079,Czechia
2021-05-01,Oxford/AstraZeneca,384180,Czechia
2021-05-01,Pfizer/BioNTech,2491757,Czechia
2021-05-02,Johnson&Johnson,6473,Czechia
2021-05-02,Moderna,334573,Czechia
2021-05-02,Oxford/AstraZeneca,384296,Czechia
2021-05-02,Pfizer/BioNTech,2512202,Czechia
2021-05-03,Pfizer/BioNTech,2575939,Czechia
2021-05-03,Oxford/AstraZeneca,387515,Czechia
2021-05-03,Moderna,337580,Czechia
2021-05-03,Johnson&Johnson,7600,Czechia
2021-05-04,Johnson&Johnson,9171,Czechia
2021-05-04,Moderna,344665,Czechia
2021-05-04,Oxford/AstraZeneca,391823,Czechia
2021-05-04,Pfizer/BioNTech,2636060,Czechia
2021-05-05,Johnson&Johnson,11142,Czechia
2021-05-05,Moderna,350314,Czechia
2021-05-05,Oxford/AstraZeneca,398062,Czechia
2021-05-05,Pfizer/BioNTech,2702645,Czechia
2021-05-06,Pfizer/BioNTech,2776885,Czechia
2021-05-06,Oxford/AstraZeneca,405433,Czechia
2021-05-06,Moderna,355677,Czechia
2021-05-06,Johnson&Johnson,13112,Czechia
2021-05-07,Johnson&Johnson,15042,Czechia
2021-05-07,Moderna,360517,Czechia
2021-05-07,Oxford/AstraZeneca,411203,Czechia
2021-05-07,Pfizer/BioNTech,2849596,Czechia
2021-05-08,Johnson&Johnson,15191,Czechia
2021-05-08,Moderna,361604,Czechia
2021-05-08,Oxford/AstraZeneca,411473,Czechia
2021-05-08,Pfizer/BioNTech,2879034,Czechia
2021-05-09,Oxford/AstraZeneca,411880,Czechia
2021-05-09,Pfizer/BioNTech,2902873,Czechia
2021-05-09,Johnson&Johnson,15200,Czechia
2021-05-09,Moderna,362670,Czechia
2021-05-10,Oxford/AstraZeneca,417842,Czechia
2021-05-10,Pfizer/BioNTech,2967708,Czechia
2021-05-10,Johnson&Johnson,16880,Czechia
2021-05-10,Moderna,368304,Czechia
2021-05-11,Johnson&Johnson,18698,Czechia
2021-05-11,Moderna,374610,Czechia
2021-05-11,Oxford/AstraZeneca,425418,Czechia
2021-05-11,Pfizer/BioNTech,3034965,Czechia
2021-05-12,Johnson&Johnson,20280,Czechia
2021-05-12,Moderna,382971,Czechia
2021-05-12,Oxford/AstraZeneca,432836,Czechia
2021-05-12,Pfizer/BioNTech,3104797,Czechia
2021-05-13,Pfizer/BioNTech,3180445,Czechia
2021-05-13,Oxford/AstraZeneca,439821,Czechia
2021-05-13,Moderna,390356,Czechia
2021-05-13,Johnson&Johnson,21785,Czechia
2021-05-14,Johnson&Johnson,22881,Czechia
2021-05-14,Moderna,395839,Czechia
2021-05-14,Oxford/AstraZeneca,445686,Czechia
2021-05-14,Pfizer/BioNTech,3253946,Czechia
2021-05-15,Johnson&Johnson,22944,Czechia
2021-05-15,Moderna,396569,Czechia
2021-05-15,Oxford/AstraZeneca,447610,Czechia
2021-05-15,Pfizer/BioNTech,3285145,Czechia
2021-05-16,Pfizer/BioNTech,3310598,Czechia
2021-05-16,Oxford/AstraZeneca,448359,Czechia
2021-05-16,Moderna,397269,Czechia
2021-05-16,Johnson&Johnson,22954,Czechia
2021-05-17,Johnson&Johnson,23831,Czechia
2021-05-17,Moderna,402234,Czechia
2021-05-17,Oxford/AstraZeneca,452983,Czechia
2021-05-17,Pfizer/BioNTech,3378347,Czechia
2021-05-18,Johnson&Johnson,24828,Czechia
2021-05-18,Moderna,410079,Czechia
2021-05-18,Oxford/AstraZeneca,459003,Czechia
2021-05-18,Pfizer/BioNTech,3447307,Czechia
2021-05-19,Pfizer/BioNTech,3520393,Czechia
