date,vaccine,total_vaccinations,location
2021-05-17,Johnson&Johnson,280021,Italy
2021-05-17,Moderna,2344812,Italy
2021-05-17,Oxford/AstraZeneca,6045038,Italy
2021-05-17,Pfizer/BioNTech,19561912,Italy
2021-05-18,Johnson&Johnson,298144,Italy
2021-05-18,Moderna,2398037,Italy
2021-05-18,Oxford/AstraZeneca,6142556,Italy
2021-05-18,Pfizer/BioNTech,19862599,Italy
2021-05-19,Johnson&Johnson,316522,Italy
2021-05-19,Moderna,2453509,Italy
2021-05-19,Oxford/AstraZeneca,6243915,Italy
2021-05-19,Pfizer/BioNTech,20174592,Italy
2021-05-20,Johnson&Johnson,336509,Italy
2021-05-20,Moderna,2494088,Italy
2021-05-20,Oxford/AstraZeneca,6333848,Italy
2021-05-20,Pfizer/BioNTech,20577637,Italy
2021-05-21,Johnson&Johnson,355098,Italy
2021-05-21,Moderna,2539123,Italy
2021-05-21,Oxford/AstraZeneca,6429195,Italy
2021-05-21,Pfizer/BioNTech,20989431,Italy
2021-05-22,Johnson&Johnson,393325,Italy
2021-05-22,Moderna,2605487,Italy
2021-05-22,Oxford/AstraZeneca,6515469,Italy
2021-05-22,Pfizer/BioNTech,21319009,Italy
2021-05-23,Johnson&Johnson,429287,Italy
2021-05-23,Moderna,2660715,Italy
2021-05-23,Oxford/AstraZeneca,6575935,Italy
2021-05-23,Pfizer/BioNTech,21574988,Italy
2021-05-24,Johnson&Johnson,461759,Italy
2021-05-24,Moderna,2730553,Italy
2021-05-24,Oxford/AstraZeneca,6656713,Italy
2021-05-24,Pfizer/BioNTech,21856457,Italy
2021-05-25,Johnson&Johnson,491105,Italy
2021-05-25,Moderna,2828873,Italy
2021-05-25,Oxford/AstraZeneca,6758589,Italy
2021-05-25,Pfizer/BioNTech,22105740,Italy
2021-05-26,Johnson&Johnson,522082,Italy
2021-05-26,Moderna,2936935,Italy
2021-05-26,Oxford/AstraZeneca,6865243,Italy
2021-05-26,Pfizer/BioNTech,22386027,Italy
2021-05-27,Johnson&Johnson,544096,Italy
2021-05-27,Moderna,3013887,Italy
2021-05-27,Oxford/AstraZeneca,6965200,Italy
2021-05-27,Pfizer/BioNTech,22777174,Italy
2021-05-28,Johnson&Johnson,564249,Italy
2021-05-28,Moderna,3076984,Italy
2021-05-28,Oxford/AstraZeneca,7063911,Italy
2021-05-28,Pfizer/BioNTech,23189490,Italy
2021-05-29,Johnson&Johnson,583287,Italy
2021-05-29,Moderna,3134237,Italy
2021-05-29,Oxford/AstraZeneca,7139744,Italy
2021-05-29,Pfizer/BioNTech,23562013,Italy
2021-05-30,Johnson&Johnson,602173,Italy
2021-05-30,Moderna,3174436,Italy
2021-05-30,Oxford/AstraZeneca,7190235,Italy
2021-05-30,Pfizer/BioNTech,23854669,Italy
2021-05-31,Johnson&Johnson,658647,Italy
2021-05-31,Moderna,3261484,Italy
2021-05-31,Oxford/AstraZeneca,7266150,Italy
2021-05-31,Pfizer/BioNTech,24114966,Italy
2021-06-01,Johnson&Johnson,725775,Italy
2021-06-01,Moderna,3343886,Italy
2021-06-01,Oxford/AstraZeneca,7332691,Italy
2021-06-01,Pfizer/BioNTech,24367143,Italy
2021-06-02,Johnson&Johnson,763662,Italy
2021-06-02,Moderna,3390895,Italy
2021-06-02,Oxford/AstraZeneca,7370540,Italy
2021-06-02,Pfizer/BioNTech,24656115,Italy
2021-06-03,Johnson&Johnson,801499,Italy
2021-06-03,Moderna,3443622,Italy
2021-06-03,Oxford/AstraZeneca,7435163,Italy
2021-06-03,Pfizer/BioNTech,25097997,Italy
2021-06-04,Johnson&Johnson,849241,Italy
2021-06-04,Moderna,3501916,Italy
2021-06-04,Oxford/AstraZeneca,7497950,Italy
2021-06-04,Pfizer/BioNTech,25561434,Italy
2021-06-05,Johnson&Johnson,906472,Italy
2021-06-05,Moderna,3545915,Italy
2021-06-05,Oxford/AstraZeneca,7563406,Italy
2021-06-05,Pfizer/BioNTech,26012977,Italy
2021-06-06,Johnson&Johnson,955501,Italy
2021-06-06,Moderna,3576305,Italy
2021-06-06,Oxford/AstraZeneca,7631102,Italy
2021-06-06,Pfizer/BioNTech,26378014,Italy
2021-06-07,Johnson&Johnson,992788,Italy
2021-06-07,Moderna,3622595,Italy
2021-06-07,Oxford/AstraZeneca,7706628,Italy
2021-06-07,Pfizer/BioNTech,26789820,Italy
2021-06-08,Johnson&Johnson,1033671,Italy
2021-06-08,Moderna,3683775,Italy
2021-06-08,Oxford/AstraZeneca,7787228,Italy
2021-06-08,Pfizer/BioNTech,27189036,Italy
2021-06-09,Johnson&Johnson,1072021,Italy
2021-06-09,Moderna,3751095,Italy
2021-06-09,Oxford/AstraZeneca,7873272,Italy
2021-06-09,Pfizer/BioNTech,27590964,Italy
2021-06-10,Johnson&Johnson,1104864,Italy
2021-06-10,Moderna,3793902,Italy
2021-06-10,Oxford/AstraZeneca,7948472,Italy
2021-06-10,Pfizer/BioNTech,28073221,Italy
2021-06-11,Johnson&Johnson,1128776,Italy
2021-06-11,Moderna,3833181,Italy
2021-06-11,Oxford/AstraZeneca,8012282,Italy
2021-06-11,Pfizer/BioNTech,28568703,Italy
2021-06-12,Johnson&Johnson,1143922,Italy
2021-06-12,Moderna,3878723,Italy
2021-06-12,Oxford/AstraZeneca,8039295,Italy
2021-06-12,Pfizer/BioNTech,29044896,Italy
2021-06-13,Johnson&Johnson,1149647,Italy
2021-06-13,Moderna,3928224,Italy
2021-06-13,Oxford/AstraZeneca,8056746,Italy
2021-06-13,Pfizer/BioNTech,29407314,Italy
2021-06-14,Johnson&Johnson,1156498,Italy
2021-06-14,Moderna,3983410,Italy
2021-06-14,Oxford/AstraZeneca,8088491,Italy
2021-06-14,Pfizer/BioNTech,29846285,Italy
2021-06-15,Johnson&Johnson,1163606,Italy
2021-06-15,Moderna,4060635,Italy
2021-06-15,Oxford/AstraZeneca,8126009,Italy
2021-06-15,Pfizer/BioNTech,30260477,Italy
2021-06-16,Johnson&Johnson,1171611,Italy
2021-06-16,Moderna,4147626,Italy
2021-06-16,Oxford/AstraZeneca,8170703,Italy
2021-06-16,Pfizer/BioNTech,30677693,Italy
2021-06-17,Johnson&Johnson,1179511,Italy
2021-06-17,Moderna,4216651,Italy
2021-06-17,Oxford/AstraZeneca,8213364,Italy
2021-06-17,Pfizer/BioNTech,31162054,Italy
2021-06-18,Johnson&Johnson,1185448,Italy
2021-06-18,Moderna,4272793,Italy
2021-06-18,Oxford/AstraZeneca,8255356,Italy
2021-06-18,Pfizer/BioNTech,31666471,Italy
2021-06-19,Johnson&Johnson,1189945,Italy
2021-06-19,Moderna,4328271,Italy
2021-06-19,Oxford/AstraZeneca,8290453,Italy
2021-06-19,Pfizer/BioNTech,32130157,Italy
2021-06-20,Johnson&Johnson,1192501,Italy
2021-06-20,Moderna,4375841,Italy
2021-06-20,Oxford/AstraZeneca,8320697,Italy
2021-06-20,Pfizer/BioNTech,32487217,Italy
2021-06-21,Johnson&Johnson,1197367,Italy
2021-06-21,Moderna,4436193,Italy
2021-06-21,Oxford/AstraZeneca,8372729,Italy
2021-06-21,Pfizer/BioNTech,32928128,Italy
2021-06-22,Johnson&Johnson,1202554,Italy
2021-06-22,Moderna,4521217,Italy
2021-06-22,Oxford/AstraZeneca,8424225,Italy
2021-06-22,Pfizer/BioNTech,33357611,Italy
2021-06-23,Johnson&Johnson,1208202,Italy
2021-06-23,Moderna,4607663,Italy
2021-06-23,Oxford/AstraZeneca,8478140,Italy
2021-06-23,Pfizer/BioNTech,33779152,Italy
