location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Spain,2021-05-28,18,24,6.86,3.03
Spain,2021-05-28,25,49,13.37,6.24
Spain,2021-05-28,50,59,58.46,11.69
Spain,2021-05-28,60,69,89.3,15.87
Spain,2021-05-28,70,79,96.86,90.65
Spain,2021-05-28,80,,101.88,99.68
Spain,2021-06-04,18,24,7.15,3.78
Spain,2021-06-04,25,49,15.19,8.16
Spain,2021-06-04,50,59,75.06,22.86
Spain,2021-06-04,60,69,90.6,21.54
Spain,2021-06-04,70,79,97.23,93.63
Spain,2021-06-04,80,,102.02,100.04
Spain,2021-06-11,18,24,7.43,4.55
Spain,2021-06-11,25,49,22.18,10.24
Spain,2021-06-11,50,59,83.02,38.92
Spain,2021-06-11,60,69,91.73,24.94
Spain,2021-06-11,70,79,97.49,94.97
Spain,2021-06-11,80,,102.13,100.3
Spain,2021-06-18,18,24,7.75,5.31
Spain,2021-06-18,25,49,31.35,11.96
Spain,2021-06-18,50,59,85.78,52.6
Spain,2021-06-18,60,69,92.79,29.61
Spain,2021-06-18,70,79,97.67,95.65
Spain,2021-06-18,80,,102.22,100.48
Spain,2021-06-25,18,24,7.98,5.74
Spain,2021-06-25,25,49,35.95,13.03
Spain,2021-06-25,50,59,86.58,61.43
Spain,2021-06-25,60,69,93.17,35.13
Spain,2021-06-25,70,79,97.74,95.86
Spain,2021-06-25,80,,102.26,100.55
