date,age_group_min,age_group_max,total_vaccinations,location
2021-04-21,70,79,1978756.0,Chile
2021-04-21,50,59,4257979.0,Chile
2021-04-21,71,72,431936.0,Chile
2021-04-21,21,30,1298299.0,Chile
2021-04-21,41,50,1896040.0,Chile
2021-04-21,78,79,275383.0,Chile
2021-04-22,18,39,8517249.0,Chile
2021-04-22,50,59,4271161.0,Chile
2021-04-22,60,69,3431139.0,Chile
2021-04-22,15,17,757331.0,Chile
2021-04-22,70,79,1979499.0,Chile
2021-04-22,80,,1045366.0,Chile
2021-04-22,40,49,3830307.0,Chile
2021-04-23,40,49,3846905.0,Chile
2021-04-23,80,,1045256.0,Chile
2021-04-23,15,17,757449.0,Chile
2021-04-23,50,59,4269824.0,Chile
2021-04-23,18,39,8512236.0,Chile
2021-04-23,60,69,3428408.0,Chile
2021-04-23,70,79,1977820.0,Chile
2021-04-24,50,59,4278457.0,Chile
2021-04-24,70,79,1978392.0,Chile
2021-04-24,40,49,3869268.0,Chile
2021-04-24,60,69,3430611.0,Chile
2021-04-24,18,39,8519135.0,Chile
2021-04-24,15,17,757553.0,Chile
2021-04-24,80,,1045566.0,Chile
2021-04-25,15,17,757593.0,Chile
2021-04-25,50,59,4280327.0,Chile
2021-04-25,70,79,1978490.0,Chile
2021-04-25,40,49,3872459.0,Chile
2021-04-25,18,39,8520566.0,Chile
2021-04-25,60,69,3431026.0,Chile
2021-04-25,80,,1045616.0,Chile
2021-04-26,18,39,8520720.0,Chile
2021-04-26,80,,1045621.0,Chile
2021-04-26,15,17,757593.0,Chile
2021-04-26,60,69,3431057.0,Chile
2021-04-26,40,49,3872674.0,Chile
2021-04-26,70,79,1978506.0,Chile
2021-04-26,50,59,4280443.0,Chile
2021-04-27,15,17,25905.0,Chile
2021-04-27,50,59,4285567.0,Chile
2021-04-27,40,49,3901614.0,Chile
2021-04-27,18,39,8526206.0,Chile
2021-04-27,80,,1045807.0,Chile
2021-04-27,60,69,3432515.0,Chile
2021-04-27,70,79,1978972.0,Chile
2021-04-28,50,59,4289657.0,Chile
2021-04-28,70,79,1979371.0,Chile
2021-04-28,15,17,26101.0,Chile
2021-04-28,18,39,8532720.0,Chile
2021-04-28,60,69,3433738.0,Chile
2021-04-28,40,49,3928282.0,Chile
2021-04-28,80,,1045985.0,Chile
2021-04-29,50,59,4293192.0,Chile
2021-04-29,18,39,8539017.0,Chile
2021-04-29,40,49,3960583.0,Chile
2021-04-29,80,,1046177.0,Chile
2021-04-29,60,69,3434742.0,Chile
2021-04-29,70,79,1979707.0,Chile
2021-04-30,70,79,1980022.0,Chile
2021-04-30,80,,1046375.0,Chile
2021-04-30,40,49,3981139.0,Chile
2021-04-30,60,69,3435625.0,Chile
2021-04-30,50,59,4296535.0,Chile
2021-04-30,18,39,8544552.0,Chile
2021-05-01,40,49,4009770.0,Chile
2021-05-01,80,,1046684.0,Chile
2021-05-01,70,79,1980810.0,Chile
2021-05-01,60,69,3438406.0,Chile
2021-05-01,50,59,4306826.0,Chile
2021-05-01,18,39,8552339.0,Chile
2021-05-02,60,69,3438487.0,Chile
2021-05-02,70,79,1980832.0,Chile
2021-05-02,18,39,8553173.0,Chile
2021-05-02,50,59,4307182.0,Chile
2021-05-02,80,,1046697.0,Chile
2021-05-02,40,49,4010683.0,Chile
2021-05-03,70,79,1980837.0,Chile
2021-05-03,18,39,8553543.0,Chile
2021-05-03,50,59,4307327.0,Chile
2021-05-03,80,,1046702.0,Chile
2021-05-03,60,69,3438514.0,Chile
2021-05-03,40,49,4011102.0,Chile
2021-05-04,40,49,4069512.0,Chile
2021-05-04,60,69,3441109.0,Chile
2021-05-04,70,79,1981780.0,Chile
2021-05-04,18,39,8559761.0,Chile
2021-05-04,80,,1047099.0,Chile
2021-05-04,50,59,4314645.0,Chile
2021-05-05,40,49,4135235.0,Chile
2021-05-05,60,69,3442830.0,Chile
2021-05-05,50,59,4320711.0,Chile
2021-05-05,18,39,8565713.0,Chile
2021-05-05,80,,1047326.0,Chile
2021-05-05,70,79,1982307.0,Chile
2021-05-06,50,59,4326217.0,Chile
2021-05-06,80,,1047578.0,Chile
2021-05-06,60,69,3444471.0,Chile
2021-05-06,40,49,4202637.0,Chile
2021-05-06,70,79,1982850.0,Chile
2021-05-06,18,39,8571403.0,Chile
2021-05-07,40,49,4270547.0,Chile
2021-05-07,60,69,3446208.0,Chile
2021-05-07,80,,1047822.0,Chile
2021-05-07,50,59,4331718.0,Chile
2021-05-07,18,39,8577875.0,Chile
2021-05-07,70,79,1983412.0,Chile
2021-05-08,60,69,3446208.0,Chile
2021-05-08,50,59,4331718.0,Chile
2021-05-08,70,79,1983412.0,Chile
2021-05-08,80,,1047822.0,Chile
2021-05-08,40,49,4270547.0,Chile
2021-05-08,18,39,8577875.0,Chile
2021-05-09,18,39,8586956.0,Chile
2021-05-09,60,69,3448663.0,Chile
2021-05-09,70,79,1984080.0,Chile
2021-05-09,80,,1048100.0,Chile
2021-05-09,40,49,4352789.0,Chile
2021-05-09,50,59,4340106.0,Chile
2021-05-10,40,49,4353677.0,Chile
2021-05-10,50,59,4340237.0,Chile
2021-05-10,80,,1048100.0,Chile
2021-05-10,70,79,1984085.0,Chile
2021-05-10,18,39,8587237.0,Chile
2021-05-10,60,69,3448695.0,Chile
2021-05-11,80,,1048342.0,Chile
2021-05-11,70,79,1984715.0,Chile
2021-05-11,40,49,4388893.0,Chile
2021-05-11,60,69,3450756.0,Chile
2021-05-11,50,59,4346165.0,Chile
2021-05-11,18,39,8642609.0,Chile
2021-05-12,50,59,4351994.0,Chile
2021-05-12,18,39,8712284.0,Chile
2021-05-12,70,79,1985380.0,Chile
2021-05-12,40,49,4417691.0,Chile
2021-05-12,60,69,3452732.0,Chile
2021-05-12,80,,1048612.0,Chile
2021-05-13,80,,1048810.0,Chile
2021-05-13,40,49,4441641.0,Chile
2021-05-13,60,69,3454722.0,Chile
2021-05-13,50,59,4357978.0,Chile
2021-05-13,70,79,1986038.0,Chile
2021-05-13,18,39,8783783.0,Chile
2021-05-14,40,49,4469146.0,Chile
2021-05-14,70,79,1986742.0,Chile
2021-05-14,80,,1049125.0,Chile
2021-05-14,60,69,3457246.0,Chile
2021-05-14,18,39,8882191.0,Chile
2021-05-14,50,59,4365425.0,Chile
2021-05-15,80,,1049272.0,Chile
2021-05-15,70,79,1987109.0,Chile
2021-05-15,50,59,4368973.0,Chile
2021-05-15,40,49,4482218.0,Chile
2021-05-15,60,69,3458434.0,Chile
2021-05-15,18,39,8927062.0,Chile
2021-05-16,50,59,4369260.0,Chile
2021-05-16,70,79,1987143.0,Chile
2021-05-16,80,,1049283.0,Chile
2021-05-16,18,39,8929881.0,Chile
2021-05-16,40,49,4483231.0,Chile
2021-05-16,60,69,3458529.0,Chile
2021-05-17,80,,1049287.0,Chile
2021-05-17,18,39,8930235.0,Chile
2021-05-17,40,49,4483415.0,Chile
2021-05-17,50,59,4369303.0,Chile
2021-05-17,60,69,3458540.0,Chile
2021-05-17,70,79,1987146.0,Chile
2021-05-18,70,79,1987610.0,Chile
2021-05-18,80,,1049475.0,Chile
2021-05-18,40,49,4497348.0,Chile
2021-05-18,60,69,3460236.0,Chile
2021-05-18,50,59,4373841.0,Chile
2021-05-18,18,39,9028718.0,Chile
2021-05-19,80,,1049659.0,Chile
2021-05-19,60,69,3461917.0,Chile
2021-05-19,40,49,4510609.0,Chile
2021-05-19,50,59,4378639.0,Chile
2021-05-19,70,79,1988075.0,Chile
2021-05-19,18,39,9143663.0,Chile
2021-05-20,80,,1049842.0,Chile
2021-05-20,40,49,4523947.0,Chile
2021-05-20,60,69,3463600.0,Chile
2021-05-20,18,39,9247508.0,Chile
2021-05-20,50,59,4383688.0,Chile
2021-05-20,70,79,1988515.0,Chile
2021-05-21,50,59,4388879.0,Chile
2021-05-21,40,49,4536511.0,Chile
2021-05-21,60,69,3465324.0,Chile
2021-05-21,70,79,1989059.0,Chile
2021-05-21,80,,1050031.0,Chile
2021-05-21,18,39,9353132.0,Chile
2021-05-22,50,59,4388879.0,Chile
2021-05-22,40,49,4536511.0,Chile
2021-05-22,18,39,9353132.0,Chile
2021-05-22,60,69,3465324.0,Chile
2021-05-22,80,,1050031.0,Chile
2021-05-22,70,79,1989059.0,Chile
2021-05-23,60,69,3465964.0,Chile
2021-05-23,18,39,9382790.0,Chile
2021-05-23,70,79,1989221.0,Chile
2021-05-23,80,,1050096.0,Chile
2021-05-23,50,59,4390923.0,Chile
2021-05-23,40,49,4541743.0,Chile
2021-05-24,70,79,1989238.0,Chile
2021-05-24,50,59,4391223.0,Chile
2021-05-24,60,69,3466048.0,Chile
2021-05-24,18,39,9386089.0,Chile
2021-05-24,80,,1050097.0,Chile
2021-05-24,40,49,4542498.0,Chile
2021-05-25,80,,1050458.0,Chile
2021-05-25,50,59,4401784.0,Chile
2021-05-25,18,39,9513309.0,Chile
2021-05-25,70,79,1990399.0,Chile
2021-05-25,60,69,3470019.0,Chile
2021-05-25,40,49,4564237.0,Chile
2021-05-26,70,79,1991921.0,Chile
2021-05-26,40,49,4588421.0,Chile
2021-05-26,18,39,9659471.0,Chile
2021-05-26,50,59,4414320.0,Chile
2021-05-26,80,,1050947.0,Chile
2021-05-26,60,69,3474774.0,Chile
2021-05-27,60,69,3478844.0,Chile
2021-05-27,18,39,9798340.0,Chile
2021-05-27,70,79,1993081.0,Chile
2021-05-27,40,49,4609834.0,Chile
2021-05-27,50,59,4425744.0,Chile
2021-05-27,80,,1051273.0,Chile
2021-05-28,50,59,4436931.0,Chile
2021-05-28,70,79,1994532.0,Chile
2021-05-28,40,49,4629808.0,Chile
2021-05-28,60,69,3483279.0,Chile
2021-05-28,18,39,9928251.0,Chile
2021-05-28,80,,1051790.0,Chile
2021-05-29,70,79,1996005.0,Chile
2021-05-29,60,69,3488001.0,Chile
2021-05-29,18,39,10035215.0,Chile
2021-05-29,80,,1052327.0,Chile
2021-05-29,50,59,4449240.0,Chile
2021-05-29,40,49,4650920.0,Chile
2021-05-30,80,,1052431.0,Chile
2021-05-30,40,49,4657954.0,Chile
2021-05-30,50,59,4453202.0,Chile
2021-05-30,60,69,3489387.0,Chile
2021-05-30,70,79,1996363.0,Chile
2021-05-30,18,39,10067806.0,Chile
2021-05-31,80,,1052451.0,Chile
2021-05-31,70,79,1996416.0,Chile
2021-05-31,40,49,4659507.0,Chile
2021-05-31,50,59,4454049.0,Chile
2021-05-31,60,69,3489646.0,Chile
2021-05-31,18,39,10074799.0,Chile
2021-06-01,80,,1052451.0,Chile
2021-06-01,18,39,10074799.0,Chile
2021-06-01,70,79,1996416.0,Chile
2021-06-01,40,49,4659507.0,Chile
2021-06-01,50,59,4454049.0,Chile
2021-06-01,60,69,3489646.0,Chile
