location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Belgium,2021-05-21,25,49,22.55,9.08
Belgium,2021-05-21,50,59,56.26,12.83
Belgium,2021-05-21,60,69,81.88,19.02
Belgium,2021-05-21,70,79,92.76,52.17
Belgium,2021-05-21,80,,87.84,58.53
Belgium,2021-05-28,18,24,12.04,7.35
Belgium,2021-05-28,25,49,26.53,11.11
Belgium,2021-05-28,50,59,60.07,17.54
Belgium,2021-05-28,60,69,83.73,31.08
Belgium,2021-05-28,70,79,93.07,60.3
Belgium,2021-05-28,80,,88.18,59.94
Belgium,2021-06-04,18,24,14.11,8.48
Belgium,2021-06-04,25,49,32.56,13.47
Belgium,2021-06-04,50,59,71.25,22.93
Belgium,2021-06-04,60,69,88.8,46.03
Belgium,2021-06-04,70,79,93.5,62.66
Belgium,2021-06-04,80,,88.63,62.23
Belgium,2021-06-11,18,24,17.09,9.69
Belgium,2021-06-11,25,49,40.62,16.5
Belgium,2021-06-11,50,59,82.81,32.13
Belgium,2021-06-11,60,69,90.14,60.35
Belgium,2021-06-11,70,79,93.84,67.03
Belgium,2021-06-11,80,,88.96,73.06
Belgium,2021-06-18,18,24,23.7,10.81
Belgium,2021-06-18,25,49,55.62,20.47
Belgium,2021-06-18,50,59,85.19,38.62
Belgium,2021-06-18,60,69,90.67,64.38
Belgium,2021-06-18,70,79,94.11,70.27
Belgium,2021-06-18,80,,89.23,80.35
Belgium,2021-06-22,18,24,24.65,10.93
Belgium,2021-06-22,25,49,56.63,20.68
Belgium,2021-06-22,50,59,85.25,38.95
Belgium,2021-06-22,60,69,90.7,64.55
Belgium,2021-06-22,70,79,94.12,70.57
Belgium,2021-06-22,80,,89.24,80.78
