location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Austria,2021-05-28,18,24,19.49,6.61
Austria,2021-05-28,25,49,32.13,10.62
Austria,2021-05-28,50,59,53.46,15.72
Austria,2021-05-28,60,69,73.65,23.13
Austria,2021-05-28,70,79,76.31,42.58
Austria,2021-05-28,80,,95.39,81.92
Austria,2021-06-04,18,24,23.8,8.16
Austria,2021-06-04,25,49,37.57,13.16
Austria,2021-06-04,50,59,58.54,19.85
Austria,2021-06-04,60,69,76.12,30.99
Austria,2021-06-04,70,79,77.25,49.45
Austria,2021-06-04,80,,96.0,83.39
Austria,2021-06-11,18,24,29.12,9.97
Austria,2021-06-11,25,49,42.7,16.39
Austria,2021-06-11,50,59,63.32,26.06
Austria,2021-06-11,60,69,77.59,41.88
Austria,2021-06-11,70,79,77.98,54.07
Austria,2021-06-11,80,,96.52,85.86
Austria,2021-06-18,18,24,33.82,12.25
Austria,2021-06-18,25,49,47.28,19.86
Austria,2021-06-18,50,59,66.18,32.78
Austria,2021-06-18,60,69,78.94,50.8
Austria,2021-06-18,70,79,78.7,58.53
Austria,2021-06-18,80,,97.06,88.02
Austria,2021-06-25,18,24,38.15,14.92
Austria,2021-06-25,25,49,51.19,24.17
Austria,2021-06-25,50,59,67.67,41.91
Austria,2021-06-25,60,69,79.86,57.74
Austria,2021-06-25,70,79,79.24,64.52
Austria,2021-06-25,80,,97.46,90.03
Austria,2021-07-02,18,24,42.82,19.54
Austria,2021-07-02,25,49,54.49,29.74
Austria,2021-07-02,50,59,69.12,49.07
Austria,2021-07-02,60,69,80.78,65.45
Austria,2021-07-02,70,79,79.81,71.08
Austria,2021-07-02,80,,97.89,91.53
Austria,2021-07-09,18,24,47.62,24.4
Austria,2021-07-09,25,49,56.76,35.46
Austria,2021-07-09,50,59,70.22,54.42
Austria,2021-07-09,60,69,81.56,70.07
Austria,2021-07-09,70,79,80.27,74.1
Austria,2021-07-09,80,,98.23,92.52
Austria,2021-07-13,18,24,48.57,26.25
Austria,2021-07-13,25,49,57.33,37.72
Austria,2021-07-13,50,59,70.59,56.63
Austria,2021-07-13,60,69,81.85,72.07
Austria,2021-07-13,70,79,80.46,74.89
Austria,2021-07-13,80,,98.37,92.91
