location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Poland,2021-06-08,18,24,30.57,9.42
Poland,2021-06-08,25,49,39.03,19.25
Poland,2021-06-08,50,59,52.96,35.25
Poland,2021-06-08,60,69,64.61,42.76
Poland,2021-06-08,70,79,78.43,72.85
Poland,2021-06-08,80,,60.5,57.42
Poland,2021-06-15,18,24,33.32,13.88
Poland,2021-06-15,25,49,41.18,24.49
Poland,2021-06-15,50,59,54.58,39.23
Poland,2021-06-15,60,69,65.76,49.38
Poland,2021-06-15,70,79,79.19,74.31
Poland,2021-06-15,80,,60.94,58.07
Poland,2021-06-22,18,24,33.45,14.42
Poland,2021-06-22,25,49,41.28,25.0
Poland,2021-06-22,50,59,54.63,39.56
Poland,2021-06-22,60,69,65.8,49.92
Poland,2021-06-22,70,79,79.21,74.36
Poland,2021-06-22,80,,60.95,58.09
