location,date,age_group_min,age_group_max,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred
Uruguay,2021-05-27,25,34,21.00,39.24
Uruguay,2021-05-27,35,44,28.49,67.52
Uruguay,2021-05-27,45,54,44.90,76.99
Uruguay,2021-05-27,55,64,71.64,85.15
Uruguay,2021-05-27,65,74,53.96,87.97
Uruguay,2021-05-27,75,,31.38,86.28
Uruguay,2021-05-28,12,17,0.00,0.00
Uruguay,2021-05-28,18,24,13.84,20.79
Uruguay,2021-05-28,25,34,21.09,41.22
Uruguay,2021-05-28,35,44,28.59,69.55
Uruguay,2021-05-28,45,54,45.13,77.32
Uruguay,2021-05-28,55,64,71.87,85.39
Uruguay,2021-05-28,65,74,54.12,88.14
Uruguay,2021-05-28,75,,31.56,86.42
Uruguay,2021-06-11,12,17,0.00,5.98
Uruguay,2021-06-11,18,24,14.50,50.34
Uruguay,2021-06-11,25,34,22.20,69.19
Uruguay,2021-06-11,35,44,30.43,77.95
Uruguay,2021-06-11,45,54,49.57,81.74
Uruguay,2021-06-11,55,64,75.23,87.36
Uruguay,2021-06-11,65,74,61.63,88.55
Uruguay,2021-06-11,75,,51.68,86.63
Uruguay,2021-06-18,12,17,0.00,19.40
Uruguay,2021-06-18,18,24,15.14,52.12
Uruguay,2021-06-18,25,34,24.87,70.02
Uruguay,2021-06-18,35,44,46.03,78.58
Uruguay,2021-06-18,45,54,68.24,82.36
Uruguay,2021-06-18,55,64,79.35,87.64
Uruguay,2021-06-18,65,74,66.72,88.82
Uruguay,2021-06-18,75,,57.31,86.96
Uruguay,2021-06-25,12,17,0.00,27.70
Uruguay,2021-06-25,18,24,15.88,55.51
Uruguay,2021-06-25,25,34,34.09,71.60
Uruguay,2021-06-25,35,44,62.53,79.66
Uruguay,2021-06-25,45,54,71.95,83.02
Uruguay,2021-06-25,55,64,80.34,88.08
Uruguay,2021-06-25,65,74,73.45,89.28
Uruguay,2021-06-25,75,,66.62,87.56
