date,vaccine,total_vaccinations,location
2021-04-17,Oxford/AstraZeneca,3287391,Italy
2021-04-18,Oxford/AstraZeneca,3360277,Italy
2021-04-18,Pfizer/BioNTech,11107137,Italy
2021-04-18,Moderna,1049437,Italy
2021-04-19,Moderna,1066644,Italy
2021-04-19,Oxford/AstraZeneca,3456386,Italy
2021-04-19,Pfizer/BioNTech,11304525,Italy
2021-04-20,Moderna,1090531,Italy
2021-04-20,Oxford/AstraZeneca,3553495,Italy
2021-04-20,Pfizer/BioNTech,11516863,Italy
2021-04-21,Pfizer/BioNTech,11757675,Italy
2021-04-21,Oxford/AstraZeneca,3655442,Italy
2021-04-21,Moderna,1120669,Italy
2021-04-22,Johnson&Johnson,316,Italy
2021-04-22,Moderna,1153217,Italy
2021-04-22,Oxford/AstraZeneca,3746944,Italy
2021-04-22,Pfizer/BioNTech,12032085,Italy
2021-04-23,Johnson&Johnson,857,Italy
2021-04-23,Moderna,1185522,Italy
2021-04-23,Oxford/AstraZeneca,3843208,Italy
2021-04-23,Pfizer/BioNTech,12307351,Italy
2021-04-24,Pfizer/BioNTech,12554885,Italy
2021-04-24,Oxford/AstraZeneca,3936836,Italy
2021-04-24,Johnson&Johnson,3887,Italy
2021-04-24,Moderna,1228140,Italy
2021-04-25,Johnson&Johnson,12634,Italy
2021-04-25,Moderna,1260689,Italy
2021-04-25,Oxford/AstraZeneca,4012629,Italy
2021-04-25,Pfizer/BioNTech,12705575,Italy
2021-04-26,Johnson&Johnson,21961,Italy
2021-04-26,Moderna,1299675,Italy
2021-04-26,Oxford/AstraZeneca,4077246,Italy
2021-04-26,Pfizer/BioNTech,12937084,Italy
2021-04-27,Pfizer/BioNTech,13179540,Italy
2021-04-27,Oxford/AstraZeneca,4144999,Italy
2021-04-27,Johnson&Johnson,31769,Italy
2021-04-27,Moderna,1353044,Italy
2021-04-28,Johnson&Johnson,40693,Italy
2021-04-28,Moderna,1407530,Italy
2021-04-28,Oxford/AstraZeneca,4221972,Italy
2021-04-28,Pfizer/BioNTech,13447988,Italy
2021-04-29,Pfizer/BioNTech,13823835,Italy
2021-04-29,Oxford/AstraZeneca,4310737,Italy
2021-04-29,Moderna,1462103,Italy
2021-04-29,Johnson&Johnson,50785,Italy
2021-04-30,Johnson&Johnson,65361,Italy
2021-04-30,Moderna,1510467,Italy
2021-04-30,Oxford/AstraZeneca,4396749,Italy
2021-04-30,Pfizer/BioNTech,14202485,Italy
2021-05-01,Oxford/AstraZeneca,4464534,Italy
2021-05-01,Pfizer/BioNTech,14507433,Italy
2021-05-01,Johnson&Johnson,83164,Italy
2021-05-01,Moderna,1552945,Italy
2021-05-02,Johnson&Johnson,94721,Italy
2021-05-02,Moderna,1583792,Italy
2021-05-02,Oxford/AstraZeneca,4529050,Italy
2021-05-02,Pfizer/BioNTech,14770345,Italy
2021-05-03,Johnson&Johnson,106561,Italy
2021-05-03,Moderna,1624262,Italy
2021-05-03,Oxford/AstraZeneca,4620981,Italy
2021-05-03,Pfizer/BioNTech,15038331,Italy
2021-05-04,Pfizer/BioNTech,15299141,Italy
2021-05-04,Oxford/AstraZeneca,4736913,Italy
2021-05-04,Johnson&Johnson,118614,Italy
2021-05-04,Moderna,1684080,Italy
2021-05-05,Johnson&Johnson,132872,Italy
2021-05-05,Moderna,1738976,Italy
2021-05-05,Oxford/AstraZeneca,4861748,Italy
2021-05-05,Pfizer/BioNTech,15587845,Italy
2021-05-06,Johnson&Johnson,145829,Italy
2021-05-06,Moderna,1786803,Italy
2021-05-06,Oxford/AstraZeneca,4973179,Italy
2021-05-06,Pfizer/BioNTech,15935382,Italy
2021-05-07,Johnson&Johnson,158330,Italy
2021-05-07,Moderna,1839423,Italy
2021-05-07,Oxford/AstraZeneca,5078197,Italy
2021-05-07,Pfizer/BioNTech,16308911,Italy
2021-05-08,Oxford/AstraZeneca,5182096,Italy
2021-05-08,Pfizer/BioNTech,16640258,Italy
2021-05-08,Johnson&Johnson,175496,Italy
2021-05-08,Moderna,1899993,Italy
2021-05-09,Johnson&Johnson,184511,Italy
2021-05-09,Moderna,1932986,Italy
2021-05-09,Oxford/AstraZeneca,5273206,Italy
2021-05-09,Pfizer/BioNTech,16890612,Italy
2021-05-10,Oxford/AstraZeneca,5381729,Italy
2021-05-10,Pfizer/BioNTech,17172515,Italy
2021-05-10,Johnson&Johnson,192592,Italy
2021-05-10,Moderna,1975112,Italy
2021-05-11,Johnson&Johnson,202358,Italy
2021-05-11,Moderna,2040964,Italy
2021-05-11,Oxford/AstraZeneca,5484514,Italy
2021-05-11,Pfizer/BioNTech,17450542,Italy
2021-05-12,Pfizer/BioNTech,17762914,Italy
2021-05-12,Johnson&Johnson,211214,Italy
2021-05-12,Moderna,2102787,Italy
2021-05-12,Oxford/AstraZeneca,5585335,Italy
2021-05-13,Oxford/AstraZeneca,5677763,Italy
2021-05-13,Pfizer/BioNTech,18142214,Italy
2021-05-13,Johnson&Johnson,219382,Italy
2021-05-13,Moderna,2151355,Italy
2021-05-14,Pfizer/BioNTech,18540538,Italy
2021-05-14,Oxford/AstraZeneca,5775135,Italy
2021-05-14,Johnson&Johnson,227500,Italy
2021-05-14,Moderna,2201394,Italy
2021-05-15,Johnson&Johnson,245415,Italy
2021-05-15,Moderna,2256507,Italy
2021-05-15,Oxford/AstraZeneca,5871273,Italy
2021-05-15,Pfizer/BioNTech,18915454,Italy
2021-05-16,Johnson&Johnson,261624,Italy
