date,vaccine,total_vaccinations,location
2021-03-10,Oxford/AstraZeneca,62708,Lithuania
2021-03-10,Pfizer/BioNTech,250081,Lithuania
2021-03-11,Moderna,22857,Lithuania
2021-03-11,Oxford/AstraZeneca,63064,Lithuania
2021-03-11,Pfizer/BioNTech,250861,Lithuania
2021-03-12,Pfizer/BioNTech,262326,Lithuania
2021-03-12,Oxford/AstraZeneca,69278,Lithuania
2021-03-12,Moderna,23111,Lithuania
2021-03-13,Moderna,23111,Lithuania
2021-03-13,Oxford/AstraZeneca,69566,Lithuania
2021-03-13,Pfizer/BioNTech,263785,Lithuania
2021-03-14,Moderna,23111,Lithuania
2021-03-14,Oxford/AstraZeneca,69574,Lithuania
2021-03-14,Pfizer/BioNTech,263802,Lithuania
2021-03-15,Moderna,23211,Lithuania
2021-03-15,Oxford/AstraZeneca,75341,Lithuania
2021-03-15,Pfizer/BioNTech,265988,Lithuania
2021-03-16,Moderna,23413,Lithuania
2021-03-16,Oxford/AstraZeneca,78672,Lithuania
2021-03-16,Pfizer/BioNTech,272658,Lithuania
2021-03-17,Oxford/AstraZeneca,78766,Lithuania
2021-03-17,Pfizer/BioNTech,283000,Lithuania
2021-03-17,Moderna,23519,Lithuania
2021-03-18,Oxford/AstraZeneca,78793,Lithuania
2021-03-18,Pfizer/BioNTech,291239,Lithuania
2021-03-18,Moderna,23650,Lithuania
2021-03-19,Moderna,25860,Lithuania
2021-03-19,Oxford/AstraZeneca,79320,Lithuania
2021-03-19,Pfizer/BioNTech,297758,Lithuania
2021-03-20,Moderna,26394,Lithuania
2021-03-20,Oxford/AstraZeneca,79320,Lithuania
2021-03-20,Pfizer/BioNTech,297959,Lithuania
2021-03-21,Moderna,26396,Lithuania
2021-03-21,Oxford/AstraZeneca,79320,Lithuania
2021-03-21,Pfizer/BioNTech,297989,Lithuania
2021-03-22,Moderna,31209,Lithuania
2021-03-22,Oxford/AstraZeneca,81614,Lithuania
2021-03-22,Pfizer/BioNTech,299122,Lithuania
2021-03-23,Oxford/AstraZeneca,84398,Lithuania
2021-03-23,Pfizer/BioNTech,307674,Lithuania
2021-03-23,Moderna,32766,Lithuania
2021-03-24,Moderna,33881,Lithuania
2021-03-24,Oxford/AstraZeneca,88987,Lithuania
2021-03-24,Pfizer/BioNTech,319586,Lithuania
2021-03-25,Moderna,34886,Lithuania
2021-03-25,Oxford/AstraZeneca,93436,Lithuania
2021-03-25,Pfizer/BioNTech,331080,Lithuania
2021-03-26,Oxford/AstraZeneca,98985,Lithuania
2021-03-26,Moderna,36514,Lithuania
2021-03-26,Pfizer/BioNTech,340328,Lithuania
2021-03-27,Moderna,36590,Lithuania
2021-03-27,Oxford/AstraZeneca,101809,Lithuania
2021-03-27,Pfizer/BioNTech,340579,Lithuania
2021-03-28,Oxford/AstraZeneca,101909,Lithuania
2021-03-28,Pfizer/BioNTech,340663,Lithuania
2021-03-28,Moderna,36590,Lithuania
2021-03-29,Pfizer/BioNTech,341652,Lithuania
2021-03-29,Oxford/AstraZeneca,107359,Lithuania
2021-03-29,Moderna,38012,Lithuania
2021-03-30,Moderna,38201,Lithuania
2021-03-30,Oxford/AstraZeneca,109890,Lithuania
2021-03-30,Pfizer/BioNTech,351808,Lithuania
2021-03-31,Moderna,39640,Lithuania
2021-03-31,Oxford/AstraZeneca,111945,Lithuania
2021-03-31,Pfizer/BioNTech,369024,Lithuania
2021-04-01,Moderna,46895,Lithuania
2021-04-01,Oxford/AstraZeneca,114799,Lithuania
2021-04-01,Pfizer/BioNTech,377200,Lithuania
2021-04-02,Pfizer/BioNTech,384791,Lithuania
2021-04-02,Moderna,53404,Lithuania
2021-04-02,Oxford/AstraZeneca,120488,Lithuania
2021-04-03,Pfizer/BioNTech,385558,Lithuania
2021-04-03,Oxford/AstraZeneca,128198,Lithuania
2021-04-03,Moderna,53597,Lithuania
2021-04-04,Moderna,53597,Lithuania
2021-04-04,Oxford/AstraZeneca,130601,Lithuania
2021-04-04,Pfizer/BioNTech,385564,Lithuania
2021-04-05,Moderna,53607,Lithuania
2021-04-05,Oxford/AstraZeneca,134111,Lithuania
2021-04-05,Pfizer/BioNTech,385760,Lithuania
2021-04-06,Pfizer/BioNTech,387198,Lithuania
2021-04-06,Moderna,56276,Lithuania
2021-04-06,Oxford/AstraZeneca,144695,Lithuania
2021-04-07,Oxford/AstraZeneca,154643,Lithuania
2021-04-07,Pfizer/BioNTech,388744,Lithuania
2021-04-07,Moderna,57526,Lithuania
2021-04-08,Oxford/AstraZeneca,157371,Lithuania
2021-04-08,Pfizer/BioNTech,411522,Lithuania
2021-04-08,Moderna,58942,Lithuania
2021-04-09,Pfizer/BioNTech,439323,Lithuania
2021-04-09,Oxford/AstraZeneca,162605,Lithuania
2021-04-09,Moderna,59373,Lithuania
2021-04-10,Moderna,59451,Lithuania
2021-04-10,Oxford/AstraZeneca,166796,Lithuania
2021-04-10,Pfizer/BioNTech,450670,Lithuania
2021-04-11,Moderna,59505,Lithuania
2021-04-11,Oxford/AstraZeneca,167418,Lithuania
2021-04-11,Pfizer/BioNTech,451713,Lithuania
2021-04-12,Moderna,59762,Lithuania
2021-04-12,Oxford/AstraZeneca,171444,Lithuania
2021-04-12,Pfizer/BioNTech,456178,Lithuania
2021-04-13,Moderna,60170,Lithuania
2021-04-13,Oxford/AstraZeneca,173988,Lithuania
2021-04-13,Pfizer/BioNTech,472049,Lithuania
2021-04-14,Pfizer/BioNTech,497540,Lithuania
2021-04-14,Oxford/AstraZeneca,175051,Lithuania
2021-04-14,Moderna,60392,Lithuania
2021-04-15,Moderna,60641,Lithuania
2021-04-15,Oxford/AstraZeneca,178369,Lithuania
2021-04-15,Pfizer/BioNTech,517144,Lithuania
2021-04-16,Moderna,60908,Lithuania
2021-04-16,Oxford/AstraZeneca,184585,Lithuania
2021-04-16,Pfizer/BioNTech,531051,Lithuania
2021-04-17,Moderna,60940,Lithuania
2021-04-17,Oxford/AstraZeneca,185761,Lithuania
2021-04-17,Pfizer/BioNTech,532350,Lithuania
2021-04-18,Moderna,60940,Lithuania
