date,vaccine,total_vaccinations,location
2021-06-23,Moderna,4400288,Switzerland
2021-06-24,Moderna,4472895,Switzerland
2021-06-25,Moderna,4542989,Switzerland
2021-06-26,Moderna,4583470,Switzerland
2021-06-27,Moderna,4597135,Switzerland
2021-06-28,Moderna,4659087,Switzerland
2021-06-29,Moderna,4723597,Switzerland
2021-06-30,Moderna,4793404,Switzerland
2021-02-14,Pfizer/BioNTech,312739,Switzerland
2021-02-15,Pfizer/BioNTech,322027,Switzerland
2021-02-16,Pfizer/BioNTech,333465,Switzerland
2021-02-17,Pfizer/BioNTech,344972,Switzerland
2021-02-18,Pfizer/BioNTech,358368,Switzerland
2021-02-19,Pfizer/BioNTech,370577,Switzerland
2021-02-20,Pfizer/BioNTech,373120,Switzerland
2021-02-21,Pfizer/BioNTech,374150,Switzerland
2021-02-22,Pfizer/BioNTech,383072,Switzerland
2021-02-23,Pfizer/BioNTech,393652,Switzerland
2021-02-24,Pfizer/BioNTech,404976,Switzerland
2021-02-25,Pfizer/BioNTech,416484,Switzerland
2021-02-26,Pfizer/BioNTech,425557,Switzerland
2021-02-27,Pfizer/BioNTech,427946,Switzerland
2021-02-28,Pfizer/BioNTech,428872,Switzerland
2021-03-01,Pfizer/BioNTech,437883,Switzerland
2021-03-02,Pfizer/BioNTech,448715,Switzerland
2021-03-03,Pfizer/BioNTech,463118,Switzerland
2021-03-04,Pfizer/BioNTech,477113,Switzerland
2021-03-05,Pfizer/BioNTech,490431,Switzerland
2021-03-06,Pfizer/BioNTech,493093,Switzerland
2021-03-07,Pfizer/BioNTech,494227,Switzerland
2021-03-08,Pfizer/BioNTech,505838,Switzerland
2021-03-09,Pfizer/BioNTech,520209,Switzerland
2021-03-10,Pfizer/BioNTech,534932,Switzerland
2021-03-11,Pfizer/BioNTech,550205,Switzerland
2021-03-12,Pfizer/BioNTech,563586,Switzerland
2021-03-13,Pfizer/BioNTech,565428,Switzerland
2021-03-14,Pfizer/BioNTech,566295,Switzerland
2021-03-15,Pfizer/BioNTech,577268,Switzerland
2021-03-16,Pfizer/BioNTech,593239,Switzerland
2021-03-17,Pfizer/BioNTech,611273,Switzerland
2021-03-18,Pfizer/BioNTech,629385,Switzerland
2021-03-19,Pfizer/BioNTech,644748,Switzerland
2021-03-20,Pfizer/BioNTech,647613,Switzerland
2021-03-21,Pfizer/BioNTech,648822,Switzerland
2021-03-22,Pfizer/BioNTech,662623,Switzerland
2021-03-23,Pfizer/BioNTech,678423,Switzerland
2021-03-24,Pfizer/BioNTech,694775,Switzerland
2021-03-25,Pfizer/BioNTech,708896,Switzerland
2021-03-26,Pfizer/BioNTech,723923,Switzerland
2021-03-27,Pfizer/BioNTech,727218,Switzerland
2021-03-28,Pfizer/BioNTech,729514,Switzerland
2021-03-29,Pfizer/BioNTech,742236,Switzerland
2021-03-30,Pfizer/BioNTech,757815,Switzerland
2021-03-31,Pfizer/BioNTech,774130,Switzerland
2021-04-01,Pfizer/BioNTech,791755,Switzerland
2021-04-02,Pfizer/BioNTech,797063,Switzerland
2021-04-03,Pfizer/BioNTech,801191,Switzerland
2021-04-04,Pfizer/BioNTech,802306,Switzerland
2021-04-05,Pfizer/BioNTech,806105,Switzerland
2021-04-06,Pfizer/BioNTech,826949,Switzerland
2021-04-07,Pfizer/BioNTech,852023,Switzerland
2021-04-08,Pfizer/BioNTech,878047,Switzerland
2021-04-09,Pfizer/BioNTech,900134,Switzerland
2021-04-10,Pfizer/BioNTech,905601,Switzerland
2021-04-11,Pfizer/BioNTech,907890,Switzerland
2021-04-12,Pfizer/BioNTech,934574,Switzerland
2021-04-13,Pfizer/BioNTech,964976,Switzerland
2021-04-14,Pfizer/BioNTech,996607,Switzerland
2021-04-15,Pfizer/BioNTech,1026573,Switzerland
2021-04-16,Pfizer/BioNTech,1053899,Switzerland
2021-04-17,Pfizer/BioNTech,1060753,Switzerland
2021-04-18,Pfizer/BioNTech,1065452,Switzerland
2021-04-19,Pfizer/BioNTech,1096165,Switzerland
2021-04-20,Pfizer/BioNTech,1130334,Switzerland
2021-04-21,Pfizer/BioNTech,1164495,Switzerland
2021-04-22,Pfizer/BioNTech,1196722,Switzerland
2021-04-23,Pfizer/BioNTech,1229031,Switzerland
2021-04-24,Pfizer/BioNTech,1238404,Switzerland
2021-04-25,Pfizer/BioNTech,1245245,Switzerland
2021-04-26,Pfizer/BioNTech,1272656,Switzerland
2021-04-27,Pfizer/BioNTech,1306160,Switzerland
2021-04-28,Pfizer/BioNTech,1341151,Switzerland
2021-04-29,Pfizer/BioNTech,1373168,Switzerland
2021-04-30,Pfizer/BioNTech,1401730,Switzerland
2021-05-01,Pfizer/BioNTech,1414428,Switzerland
2021-05-02,Pfizer/BioNTech,1420763,Switzerland
2021-05-03,Pfizer/BioNTech,1453111,Switzerland
2021-05-04,Pfizer/BioNTech,1489392,Switzerland
2021-05-05,Pfizer/BioNTech,1523752,Switzerland
2021-05-06,Pfizer/BioNTech,1558706,Switzerland
2021-05-07,Pfizer/BioNTech,1587649,Switzerland
2021-05-08,Pfizer/BioNTech,1602351,Switzerland
2021-05-09,Pfizer/BioNTech,1608032,Switzerland
2021-05-10,Pfizer/BioNTech,1640825,Switzerland
2021-05-11,Pfizer/BioNTech,1678472,Switzerland
2021-05-12,Pfizer/BioNTech,1717360,Switzerland
2021-05-13,Pfizer/BioNTech,1734970,Switzerland
2021-05-14,Pfizer/BioNTech,1764234,Switzerland
2021-05-15,Pfizer/BioNTech,1778904,Switzerland
2021-05-16,Pfizer/BioNTech,1786297,Switzerland
2021-05-17,Pfizer/BioNTech,1819591,Switzerland
2021-05-18,Pfizer/BioNTech,1857129,Switzerland
2021-05-19,Pfizer/BioNTech,1892121,Switzerland
2021-05-20,Pfizer/BioNTech,1926690,Switzerland
2021-05-21,Pfizer/BioNTech,1960454,Switzerland
2021-05-22,Pfizer/BioNTech,1974312,Switzerland
2021-05-23,Pfizer/BioNTech,1979386,Switzerland
2021-05-24,Pfizer/BioNTech,1995694,Switzerland
2021-05-25,Pfizer/BioNTech,2031528,Switzerland
2021-05-26,Pfizer/BioNTech,2067860,Switzerland
2021-05-27,Pfizer/BioNTech,2100120,Switzerland
2021-05-28,Pfizer/BioNTech,2132673,Switzerland
2021-05-29,Pfizer/BioNTech,2148649,Switzerland
2021-05-30,Pfizer/BioNTech,2158042,Switzerland
2021-05-31,Pfizer/BioNTech,2191911,Switzerland
2021-06-01,Pfizer/BioNTech,2227117,Switzerland
2021-06-02,Pfizer/BioNTech,2258337,Switzerland
2021-06-03,Pfizer/BioNTech,2282511,Switzerland
2021-06-04,Pfizer/BioNTech,2307161,Switzerland
2021-06-05,Pfizer/BioNTech,2325124,Switzerland
2021-06-06,Pfizer/BioNTech,2332672,Switzerland
2021-06-07,Pfizer/BioNTech,2355871,Switzerland
2021-06-08,Pfizer/BioNTech,2380258,Switzerland
2021-06-09,Pfizer/BioNTech,2404960,Switzerland
2021-06-10,Pfizer/BioNTech,2426567,Switzerland
2021-06-11,Pfizer/BioNTech,2451654,Switzerland
2021-06-12,Pfizer/BioNTech,2469033,Switzerland
2021-06-13,Pfizer/BioNTech,2476508,Switzerland
2021-06-14,Pfizer/BioNTech,2498188,Switzerland
2021-06-15,Pfizer/BioNTech,2518667,Switzerland
2021-06-16,Pfizer/BioNTech,2537570,Switzerland
2021-06-17,Pfizer/BioNTech,2555675,Switzerland
2021-06-18,Pfizer/BioNTech,2575016,Switzerland
2021-06-19,Pfizer/BioNTech,2590513,Switzerland
2021-06-20,Pfizer/BioNTech,2595343,Switzerland
2021-06-21,Pfizer/BioNTech,2612259,Switzerland
2021-06-22,Pfizer/BioNTech,2627911,Switzerland
2021-06-23,Pfizer/BioNTech,2642589,Switzerland
2021-06-24,Pfizer/BioNTech,2657529,Switzerland
2021-06-25,Pfizer/BioNTech,2673995,Switzerland
2021-06-26,Pfizer/BioNTech,2684121,Switzerland
2021-06-27,Pfizer/BioNTech,2688886,Switzerland
2021-06-28,Pfizer/BioNTech,2701130,Switzerland
2021-06-29,Pfizer/BioNTech,2714822,Switzerland
2021-06-30,Pfizer/BioNTech,2728795,Switzerland
