Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-16,US,USA,United States,331996199.0,Report,344503495.0,273545207,103767.0,82394.0,117131627.0,146558344.0,9654031.0,201205.0,157485596.0,47.4,34.3,154380479.0,59.8,268917913.0,104179.0,133461.0,46395934.0,84.8,85646875.0,156585.0,629841.0,113716020.0,112263316.0,43.5,143498740.0,180809655.0,20195100.0,0.0,50037442.0,63624564.0,9568990.0,51689.0,49931531.0,62229728.0,9540658.0,51524.0,19154491.0,18999953.0,1702244.0,22066.0,123282685,37.1,121753442.0,47.2,39878754.0,72.9,85646875.0,280216744.0,273493340.0,97601.0,122942.0,157439584.0,56.2,113710107.0,40.6,123274404.0,44.0,50034354.0,63620901.0,9567484.0,51664.0,273493340.0,,,,
2021-05-16,AK,AKA,Alaska,731545.0,Report,792755.0,586727,108367.0,80204.0,260265.0,308860.0,17513.0,89.0,320707.0,43.8,35.6,310961.0,56.4,570700.0,103470.0,143729.0,72454.0,79.1,136571.0,149115.0,865566.0,260656.0,254389.0,46.1,345300.0,391755.0,55700.0,0.0,119212.0,141420.0,16248.0,24.0,118921.0,135444.0,16174.0,24.0,38620.0,27199.0,1853.0,15.0,276904,37.9,270563.0,49.1,67687.0,73.9,130988.0,608877.0,586548.0,96333.0,130200.0,320523.0,52.6,260653.0,42.8,276899.0,45.5,119211.0,141418.0,16246.0,24.0,562351.0,,,,
2021-05-16,AL,ALA,Alabama,4903185.0,Report,4373130.0,2886106,89190.0,58862.0,1384953.0,1411372.0,89781.0,0.0,1699758.0,34.7,25.7,1685759.0,44.2,2865032.0,75102.0,114634.0,637402.0,75.0,1129020.0,132851.0,514585.0,1259053.0,1251624.0,32.8,1953900.0,2151630.0,267600.0,0.0,609419.0,649560.0,91596.0,74.0,609267.0,642283.0,91556.0,74.0,285620.0,227399.0,27129.0,46.0,1350649,27.5,1343180.0,35.2,540194.0,63.6,1085933.0,4186880.0,2885822.0,68925.0,104448.0,1699480.0,40.6,1259041.0,30.1,1350635.0,32.3,609413.0,649554.0,91594.0,74.0,2761992.0,,,,
2021-05-16,AR,ARA,Arkansas,3017804.0,Report,2720090.0,1966843,90135.0,65175.0,932114.0,972700.0,61529.0,500.0,1134542.0,37.6,27.3,1116056.0,48.2,1939017.0,83663.0,117364.0,392076.0,74.8,708209.0,135185.0,519218.0,823298.0,813892.0,35.1,1206440.0,1339650.0,174000.0,0.0,407488.0,415685.0,60108.0,125.0,406962.0,406807.0,59820.0,123.0,187209.0,126687.0,9756.0,88.0,883406,29.3,873712.0,37.7,323740.0,61.8,674141.0,2557248.0,1965394.0,76856.0,106368.0,1133147.0,44.3,823259.0,32.2,883261.0,34.5,407484.0,415650.0,60002.0,125.0,1892183.0,,,,
2021-05-16,AS,ASA,American Samoa,55689.0,Report,54030.0,40525,97021.0,72770.0,9382.0,31121.0,22.0,0.0,22498.0,40.4,32.6,21702.0,50.0,39129.0,90082.0,124387.0,2501.0,26.4,4640.0,49012.0,570719.0,18153.0,17556.0,40.4,15600.0,37830.0,600.0,0.0,4104.0,14049.0,29.0,0.0,4093.0,13463.0,29.0,0.0,892.0,1330.0,6.0,0.0,18182,32.6,17585.0,40.5,2228.0,23.5,4640.0,47557.0,40523.0,85209.0,113611.0,22497.0,47.3,18152.0,38.2,18181.0,38.2,4103.0,14049.0,29.0,0.0,40523.0,,,,
2021-05-16,AZ,AZA,Arizona,7278717.0,Report,7465065.0,5598339,102560.0,76914.0,2461534.0,2962162.0,170885.0,3758.0,3177756.0,43.7,31.3,3116525.0,55.3,5501049.0,97563.0,132395.0,1061044.0,81.1,1987487.0,151875.0,570448.0,2275119.0,2241836.0,39.8,3119120.0,3937245.0,408700.0,0.0,1010732.0,1263151.0,164489.0,1236.0,1010518.0,1230084.0,164390.0,1234.0,431796.0,415199.0,31233.0,771.0,2439608,33.5,2406226.0,42.7,878999.0,67.2,1859955.0,6206060.0,5597966.0,90202.0,120287.0,3177475.0,51.2,2275084.0,36.7,2439539.0,39.3,1010719.0,1263129.0,164455.0,1236.0,5200682.0,,,,
2021-05-16,BP2,BP2,Bureau of Prisons,0.0,Report,177850.0,171037,0.0,0.0,67688.0,98916.0,4433.0,0.0,95945.0,0.0,0.0,95944.0,0.0,171036.0,0.0,0.0,3194.0,0.0,5987.0,0.0,0.0,74310.0,74310.0,0.0,70300.0,99450.0,8100.0,0.0,28532.0,45778.0,4413.0,0.0,28532.0,45778.0,4413.0,0.0,1352.0,1406.0,64.0,0.0,78723,0.0,78723.0,0.0,2822.0,0.0,5987.0,0.0,171036.0,0.0,0.0,95944.0,0.0,74310.0,0.0,78723.0,0.0,28532.0,45778.0,4413.0,0.0,171036.0,,,,
2021-05-16,CA,CAA,California,39512223.0,Report,44241580.0,35114882,111969.0,88871.0,15095953.0,18774574.0,1240074.0,4281.0,20995375.0,53.1,35.2,20456974.0,66.8,34326127.0,112112.0,144497.0,5219447.0,89.4,9234720.0,158180.0,757806.0,13924055.0,13674787.0,44.7,18245640.0,23468640.0,2527300.0,0.0,6181435.0,7741505.0,1229846.0,1115.0,6170787.0,7502905.0,1225209.0,1095.0,2111490.0,1824643.0,129012.0,486.0,15153901,38.4,14899996.0,48.7,4065631.0,69.6,8987717.0,33646265.0,35105495.0,104337.0,131490.0,20986677.0,62.4,13923408.0,41.4,15153016.0,45.0,6181078.0,7741215.0,1229608.0,1115.0,34415282.0,,,,
2021-05-16,CO,COA,Colorado,5758736.0,Report,6403480.0,5165684,111196.0,89702.0,2279366.0,2714068.0,170892.0,1358.0,2903263.0,50.4,38.2,2827876.0,62.9,5049561.0,112232.0,142324.0,713633.0,84.7,1356114.0,160980.0,760136.0,2200450.0,2160034.0,48.0,2700400.0,3382080.0,321000.0,0.0,1004185.0,1195876.0,168695.0,389.0,1002282.0,1157368.0,167997.0,384.0,317330.0,301662.0,15374.0,169.0,2369145,41.1,2328031.0,51.7,634535.0,75.3,1314870.0,4936061.0,5164621.0,104630.0,129729.0,2902227.0,58.8,2200428.0,44.6,2369106.0,48.0,1004175.0,1195864.0,168678.0,389.0,4999167.0,,,,
2021-05-16,CT,CTA,Connecticut,3565287.0,Report,4238825.0,3705086,118892.0,103921.0,1488132.0,2076235.0,140429.0,290.0,2104525.0,59.0,44.3,2046700.0,72.1,3619343.0,127538.0,149368.0,580819.0,92.2,1108758.0,175925.0,672569.0,1579211.0,1552601.0,54.7,1715480.0,2283645.0,239700.0,0.0,656235.0,922909.0,140626.0,67.0,655932.0,896603.0,140509.0,66.0,207623.0,307718.0,14374.0,22.0,1719837,48.2,1693110.0,59.7,529737.0,84.1,1079507.0,3105947.0,3703649.0,119244.0,136474.0,2103443.0,67.7,1578904.0,50.8,1719464.0,55.4,656044.0,922793.0,140560.0,67.0,3629433.0,,,,
