Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-25,NJ,NJA,New Jersey,8882190.0,Report,11977025.0,10255677,134843.0,115463.0,4108219.0,5757519.0,389909.0,30.0,5795106.0,65.2,53.2,5453560.0,78.5,9640326.0,138837.0,172490.0,1337081.0,90.6,2431096.0,164760.0,811707.0,4728670.0,4449685.0,64.1,4895360.0,6475365.0,606300.0,0.0,1945833.0,2782760.0,395357.0,77.0,1945371.0,2504246.0,395134.0,68.0,573850.0,569554.0,80141.0,30.0,5124027,57.7,4844819.0,69.8,1223575.0,82.9,2399577.0,7618375.0,10254984.0,134609.0,157212.0,5794419.0,76.1,4728579.0,62.1,5123887.0,67.3,1945807.0,2782695.0,395308.0,77.0,10176533.0,,,,,
2021-07-25,NM,NMA,New Mexico,2096829.0,Report,2424565.0,2462731,115630.0,117450.0,1073902.0,1298030.0,86485.0,4314.0,1359386.0,64.8,52.6,1272111.0,78.5,2312638.0,142668.0,149573.0,357946.0,94.8,661699.0,175235.0,642089.0,1103567.0,1034530.0,63.8,1056140.0,1229925.0,138500.0,0.0,489367.0,612909.0,84986.0,1291.0,489026.0,544223.0,84860.0,1281.0,150505.0,154399.0,18128.0,707.0,1188553,56.7,1119390.0,69.1,323739.0,85.7,594160.0,1787431.0,2462482.0,137767.0,135645.0,1359157.0,76.0,1103512.0,61.7,1188487.0,66.5,489350.0,612871.0,84975.0,1291.0,2172092.0,,,,,
2021-07-25,NV,NVA,Nevada,3080156.0,Report,3245540.0,2923004,105369.0,94898.0,1121250.0,1668302.0,133438.0,14.0,1623683.0,52.7,39.6,1541959.0,64.6,2787463.0,116752.0,135938.0,413752.0,83.4,778235.0,156911.0,654380.0,1221076.0,1169789.0,49.0,1273660.0,1787580.0,184300.0,0.0,510663.0,710392.0,131256.0,21.0,510580.0,659189.0,131218.0,20.0,174481.0,170935.0,21958.0,11.0,1352332,43.9,1301007.0,54.5,367385.0,74.1,729059.0,2621802.0,2922961.0,111487.0,123790.0,1623596.0,61.9,1221042.0,46.6,1352296.0,51.6,510659.0,710362.0,131254.0,21.0,2806857.0,,,,,
2021-07-25,NY,NYA,New York State,19453561.0,Report,24795805.0,22709638,127462.0,116738.0,8966255.0,12737347.0,999761.0,6275.0,12129261.0,62.3,51.7,11508227.0,74.6,21574480.0,139865.0,160748.0,2868793.0,87.0,5459721.0,165640.0,752267.0,10058273.0,9542848.0,61.9,10155620.0,13386285.0,1253900.0,0.0,4177130.0,5879639.0,946699.0,1504.0,4175736.0,5365661.0,946151.0,1451.0,1271156.0,1218433.0,161935.0,709.0,11004972,56.6,10488999.0,68.0,2652233.0,80.5,5312266.0,16773220.0,22707788.0,135381.0,147830.0,12127908.0,72.3,10057825.0,60.0,11004417.0,65.6,4176980.0,5879355.0,946592.0,1490.0,22386603.0,,,,,
2021-07-25,OH,OHA,Ohio,11689100.0,Report,12737775.0,10997810,108971.0,94086.0,4465188.0,6069483.0,448286.0,14853.0,5779309.0,49.4,42.5,5509053.0,60.5,10490903.0,115144.0,139805.0,1729186.0,84.5,3382611.0,165302.0,622472.0,4966058.0,4734715.0,52.0,5369880.0,6712395.0,655500.0,0.0,2093768.0,2867726.0,432168.0,4564.0,2093408.0,2636816.0,431991.0,4491.0,755775.0,816335.0,80106.0,2302.0,5398226,46.2,5166706.0,56.7,1654518.0,80.9,3261709.0,10000702.0,10997540.0,109968.0,127369.0,5779032.0,57.8,4966005.0,49.7,5398155.0,54.0,2093758.0,2867683.0,432150.0,4564.0,10761000.0,,,,,
2021-07-25,OK,OKA,Oklahoma,3956971.0,Report,4121080.0,3404317,104147.0,86033.0,1495814.0,1806496.0,101907.0,100.0,1856086.0,46.9,37.3,1775224.0,59.1,3264988.0,108662.0,137153.0,541342.0,85.2,1015953.0,159959.0,648854.0,1477097.0,1420316.0,47.3,1811800.0,2086980.0,222300.0,0.0,669826.0,807223.0,100383.0,48.0,669626.0,750645.0,100325.0,45.0,246553.0,217088.0,17155.0,16.0,1577480,39.9,1520641.0,50.6,480812.0,75.7,905528.0,3325223.0,3404117.0,102373.0,123934.0,1855912.0,55.8,1477055.0,44.4,1577429.0,47.4,669811.0,807196.0,100374.0,48.0,2952162.0,,,,,
2021-07-25,OR,ORA,Oregon,4217737.0,Report,5754065.0,4712043,136425.0,111720.0,1841527.0,2685118.0,182457.0,2941.0,2541138.0,60.2,51.4,2390330.0,71.3,4432539.0,132268.0,171703.0,668639.0,87.3,1256753.0,164050.0,751105.0,2167512.0,2039277.0,60.9,2379560.0,3064305.0,310200.0,0.0,877223.0,1289664.0,180048.0,625.0,874488.0,1164188.0,179283.0,601.0,290065.0,300969.0,45297.0,302.0,2347560,55.7,2218560.0,66.2,636633.0,83.1,1200079.0,3647769.0,4698070.0,128793.0,157742.0,2533097.0,69.4,2161795.0,59.3,2341841.0,64.2,877219.0,1283952.0,180046.0,624.0,4579854.0,,,,,
2021-07-25,PA,PAA,Pennsylvania,12801989.0,Report,16136385.0,14427212,126046.0,112695.0,5938159.0,7924633.0,563884.0,536.0,8309942.0,64.9,47.4,7895827.0,77.7,13720021.0,134942.0,158707.0,2463904.0,99.9,4415783.0,184501.0,674214.0,6070228.0,5781926.0,56.9,6913000.0,8162685.0,1060700.0,0.0,2599070.0,3470744.0,566711.0,414.0,2597320.0,3184217.0,566380.0,389.0,945519.0,972807.0,78035.0,184.0,6636939,51.8,6348306.0,62.4,1996545.0,83.4,4252797.0,11081530.0,14422937.0,130153.0,145615.0,8306884.0,75.0,6069014.0,54.8,6635681.0,59.9,2598941.0,3469659.0,566667.0,414.0,14098566.0,,,,,
2021-07-25,PR,PRA,Puerto Rico,3193694.0,Report,4252930.0,3948738,133166.0,123642.0,1683662.0,2151819.0,112911.0,346.0,2183357.0,68.4,55.9,2034272.0,77.6,3683891.0,140555.0,162266.0,563200.0,99.9,1045376.0,192544.0,783332.0,1785269.0,1666848.0,63.6,1839960.0,2222970.0,190000.0,0.0,780434.0,1004798.0,112539.0,37.0,780113.0,886699.0,112393.0,36.0,256932.0,227852.0,19786.0,5.0,1897808,59.4,1779241.0,67.9,504575.0,92.9,1009613.0,2848293.0,3947413.0,138589.0,149315.0,2182292.0,76.6,1785007.0,62.7,1897503.0,66.6,780385.0,1004585.0,112496.0,37.0,3872987.0,,,,,
2021-07-25,RI,RIA,Rhode Island,1059361.0,Report,1551905.0,1319080,146494.0,124517.0,517043.0,753628.0,48087.0,322.0,704752.0,66.5,56.5,664251.0,77.7,1243432.0,145453.0,181538.0,179944.0,96.2,347115.0,185577.0,829692.0,598252.0,564160.0,66.0,635440.0,854865.0,61600.0,0.0,244883.0,353306.0,48074.0,63.0,244828.0,319270.0,48056.0,62.0,78040.0,86572.0,5893.0,19.0,646326,61.0,612216.0,71.6,170524.0,91.2,335076.0,927491.0,1318979.0,142209.0,167323.0,704628.0,76.0,598218.0,64.5,646291.0,69.7,244879.0,353276.0,48073.0,63.0,1277636.0,,,,,
2021-07-25,RP,RPA,Republic of Palau,17907.0,Report,28650.0,25587,159993.0,142888.0,23441.0,1.0,2145.0,0.0,14497.0,81.0,63.2,14496.0,99.9,25587.0,183459.0,205421.0,1707.0,56.3,3120.0,102835.0,944298.0,11312.0,11312.0,81.1,20800.0,4050.0,3800.0,0.0,11283.0,29.0,2147.0,0.0,11283.0,29.0,2147.0,0.0,1450.0,9.0,212.0,0.0,13459,75.2,13459.0,96.5,1671.0,55.1,3120.0,15292.0,25587.0,167323.0,187353.0,14497.0,94.8,11312.0,74.0,13459.0,88.0,11283.0,29.0,2147.0,0.0,25587.0,,,,,
2021-07-25,SC,SCA,South Carolina,5148714.0,Report,5475805.0,4358969,106353.0,84661.0,1757949.0,2444163.0,155771.0,1086.0,2371683.0,46.1,37.3,2275232.0,56.4,4192610.0,103841.0,135623.0,802392.0,85.6,1506251.0,160749.0,584383.0,1921556.0,1850905.0,45.8,2392140.0,2770365.0,313300.0,0.0,789701.0,1131622.0,152850.0,233.0,787873.0,1062799.0,152288.0,233.0,307849.0,387594.0,25586.0,158.0,2074406,40.3,2003193.0,49.6,721187.0,77.0,1450693.0,4419974.0,4351149.0,98443.0,123888.0,2366777.0,53.5,1918754.0,43.4,2071560.0,46.9,789616.0,1128905.0,152806.0,233.0,4172731.0,,,,,
2021-07-25,SD,SDA,South Dakota,884659.0,Report,985735.0,843069,111425.0,95299.0,364077.0,451579.0,27379.0,34.0,461206.0,52.1,43.5,438401.0,65.7,804634.0,120534.0,147663.0,139729.0,92.0,262841.0,173069.0,649061.0,385031.0,369574.0,55.4,440740.0,485595.0,59400.0,0.0,174299.0,210714.0,27516.0,18.0,174254.0,195302.0,27501.0,18.0,67517.0,59722.0,3893.0,11.0,412547,46.6,397075.0,59.5,131143.0,86.4,232829.0,738101.0,843042.0,114218.0,133550.0,461177.0,62.5,385021.0,52.2,412536.0,55.9,174297.0,210706.0,27515.0,18.0,739884.0,,,,,
2021-07-25,TN,TNA,Tennessee,6829174.0,Report,6608260.0,5683642,96765.0,83226.0,2288842.0,3199758.0,177714.0,17328.0,3008681.0,44.1,36.3,2893821.0,54.4,5482893.0,103079.0,124236.0,919998.0,80.5,1808259.0,158149.0,577952.0,2478556.0,2396338.0,45.1,2746120.0,3494340.0,367800.0,0.0,1029705.0,1443777.0,171379.0,5074.0,1029360.0,1361936.0,171206.0,5042.0,423916.0,386072.0,29407.0,2903.0,2649935,38.8,2567544.0,48.3,842298.0,73.7,1747955.0,5835568.0,5682963.0,97385.0,113241.0,3008106.0,51.5,2478455.0,42.5,2649796.0,45.4,1029688.0,1443693.0,171341.0,5074.0,5502496.0,,,,,
2021-07-25,TX,TXA,Texas,28995881.0,Report,32896995.0,27014323,113454.0,93166.0,10887632.0,15045451.0,1080481.0,759.0,14697655.0,50.7,39.8,13799629.0,63.9,25389431.0,117565.0,152329.0,3184982.0,85.3,6030450.0,161491.0,880958.0,11527286.0,10918646.0,50.6,13266440.0,17735955.0,1894600.0,0.0,4897801.0,6623607.0,1053315.0,703.0,4597337.0,6217270.0,988698.0,660.0,1103475.0,1492299.0,237312.0,158.0,12575426,43.4,11803965.0,54.7,2833244.0,75.9,5812353.0,24101113.0,27009028.0,112065.0,136496.0,14693246.0,61.0,11526134.0,47.8,12572912.0,52.2,4896822.0,6622282.0,1053104.0,703.0,26298942.0,,,,,
2021-07-25,UT,UTA,Utah,3205958.0,Report,3333880.0,2959006,103990.0,92297.0,1194015.0,1631352.0,133639.0,0.0,1643209.0,51.3,40.1,1526076.0,67.1,2750864.0,120929.0,146559.0,333385.0,91.1,620230.0,169521.0,911215.0,1286612.0,1197975.0,52.7,1400000.0,1761480.0,172400.0,0.0,545727.0,740883.0,131029.0,2.0,545440.0,652533.0,130890.0,2.0,128076.0,150448.0,14487.0,0.0,1417641,44.2,1328865.0,58.4,293011.0,80.1,604692.0,2592257.0,2958408.0,114125.0,128609.0,1642756.0,63.4,1286467.0,49.6,1417464.0,54.7,545697.0,740768.0,130997.0,2.0,2904498.0,,,,,
2021-07-25,VA,VAA,Virginia,8535519.0,Report,10723565.0,9592738,125635.0,112386.0,3626510.0,5615983.0,347532.0,2713.0,5214471.0,61.1,50.1,4869414.0,73.0,8956241.0,134183.0,160661.0,1222373.0,90.0,2295223.0,168902.0,789132.0,4275985.0,3992293.0,59.8,4191860.0,5986305.0,545400.0,0.0,1688321.0,2586802.0,341579.0,862.0,1683136.0,2308315.0,340105.0,842.0,530919.0,520177.0,63285.0,490.0,4617564,54.1,4332398.0,64.9,1114871.0,82.0,2212919.0,7306973.0,9562244.0,130865.0,146758.0,5196441.0,71.1,4264344.0,58.4,4605836.0,63.0,1688156.0,2575326.0,341492.0,862.0,9119702.0,,,,,
2021-07-25,VA2,VA2,Veterans Health,0.0,Report,6245680.0,5414682,0.0,0.0,2795971.0,2434188.0,184519.0,4.0,2867309.0,0.0,0.0,2866147.0,0.0,5412774.0,0.0,0.0,1488535.0,0.0,2860925.0,0.0,0.0,2542212.0,2541472.0,0.0,2988600.0,2734680.0,522400.0,0.0,1357772.0,1184439.0,183840.0,1.0,1357721.0,1183750.0,183809.0,1.0,790065.0,580415.0,63053.0,1.0,2726052,0.0,2725281.0,0.0,1433534.0,0.0,2860925.0,0.0,5414524.0,0.0,0.0,2867216.0,0.0,2542147.0,0.0,2725980.0,0.0,1357750.0,1184396.0,183833.0,1.0,5414524.0,,,,,
2021-07-25,VI,VIA,Virgin Islands,104680.0,Report,83880.0,82714,80130.0,79016.0,24875.0,56721.0,1118.0,0.0,43918.0,42.0,34.3,42347.0,51.9,80009.0,98131.0,102879.0,13170.0,74.3,24577.0,138563.0,472910.0,35939.0,34849.0,42.7,24900.0,58080.0,900.0,0.0,11278.0,24658.0,1092.0,3.0,11262.0,23584.0,1087.0,3.0,4661.0,6665.0,373.0,3.0,37031,35.4,35936.0,44.1,11702.0,66.0,24144.0,89395.0,82636.0,92439.0,93831.0,43859.0,49.1,35919.0,40.2,37008.0,41.4,11272.0,24644.0,1089.0,3.0,81871.0,,,,,
2021-07-25,VT,VTA,Vermont,623989.0,Report,944740.0,869494,151403.0,139344.0,364434.0,463916.0,40470.0,674.0,469280.0,75.2,61.0,440888.0,86.5,817034.0,160208.0,185249.0,127850.0,99.9,255217.0,204110.0,755556.0,380739.0,356387.0,69.9,410800.0,481140.0,52800.0,0.0,164375.0,216131.0,39071.0,233.0,164340.0,191827.0,39028.0,220.0,59092.0,57312.0,2033.0,138.0,419810,67.3,395415.0,77.5,118575.0,94.8,246613.0,550950.0,869316.0,157785.0,171475.0,469096.0,85.1,380718.0,69.1,419777.0,76.2,164365.0,216120.0,39059.0,233.0,847464.0,,,,,
2021-07-25,WA,WAA,Washington,7614893.0,Report,9654805.0,8930590,126788.0,117278.0,3525401.0,5026036.0,373313.0,5840.0,4829960.0,63.4,52.3,4543381.0,76.3,8402050.0,141167.0,162216.0,1115811.0,92.2,2140974.0,176981.0,798100.0,3984852.0,3748350.0,63.0,3918220.0,5241585.0,495000.0,0.0,1659741.0,2323246.0,370014.0,1865.0,1659136.0,2087374.0,369797.0,1840.0,479847.0,514409.0,54542.0,1059.0,4354866,57.2,4118147.0,69.2,1049857.0,86.8,2054345.0,6500925.0,8929749.0,137361.0,148514.0,4829186.0,74.3,3984661.0,61.3,4354656.0,67.0,1659692.0,2323104.0,369995.0,1865.0,8623933.0,,,,,
2021-07-25,WI,WIA,Wisconsin,5822434.0,Report,6322915.0,6121563,108596.0,105138.0,2502572.0,3371865.0,246419.0,707.0,3211552.0,55.2,47.4,3045446.0,66.8,5815667.0,127653.0,138787.0,925150.0,90.9,1850973.0,181960.0,621574.0,2760660.0,2624488.0,57.6,2680740.0,3323475.0,318700.0,0.0,1171938.0,1588410.0,237962.0,312.0,1171671.0,1452514.0,237820.0,303.0,434101.0,434329.0,25488.0,132.0,2998622,51.5,2862308.0,62.8,894050.0,87.9,1782052.0,4999792.0,6121180.0,122429.0,126464.0,3211090.0,64.2,2760529.0,55.2,2998474.0,60.0,1171924.0,1588293.0,237945.0,312.0,5973599.0,,,,,
2021-07-25,WV,WVA,West Virginia,1792147.0,Report,1950795.0,1484529,108852.0,82835.0,680192.0,766070.0,37917.0,350.0,822565.0,45.9,36.8,784401.0,54.8,1418823.0,99040.0,136174.0,285779.0,77.9,535350.0,145868.0,531536.0,658898.0,631786.0,44.1,891080.0,949515.0,110200.0,0.0,309559.0,349111.0,39010.0,228.0,309269.0,322307.0,38956.0,210.0,131687.0,119463.0,6279.0,99.0,697908,38.9,670742.0,46.8,257528.0,70.2,491726.0,1557837.0,1483619.0,95236.0,125225.0,821956.0,52.8,658625.0,42.3,697621.0,44.8,309474.0,348923.0,38996.0,228.0,1393779.0,,,,,
2021-07-25,WY,WYA,Wyoming,578759.0,Report,524155.0,442718,90565.0,76494.0,207983.0,215914.0,18584.0,237.0,238255.0,41.2,33.3,229279.0,51.5,427065.0,95964.0,117781.0,77940.0,78.6,147162.0,148380.0,528494.0,192881.0,186386.0,41.9,253200.0,236955.0,34000.0,0.0,93767.0,99054.0,17495.0,60.0,93750.0,92576.0,17483.0,60.0,37455.0,32266.0,2900.0,25.0,210376,36.3,203869.0,45.8,72646.0,73.2,135458.0,490721.0,442694.0,90213.0,106813.0,238230.0,48.5,192877.0,39.3,210371.0,42.9,93767.0,99050.0,17494.0,60.0,409305.0,,,,,
2021-07-25,LTC,LTC,Long Term Care,,,,7899061,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
