date,people_vaccinated,people_fully_vaccinated,vaccine,total_vaccinations,source_url,location,total_boosters
2021-06-04,1823796,1208582,"Moderna, Pfizer/BioNTech",3032378,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-05,1827570,1209327,"Moderna, Pfizer/BioNTech",3036897,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-06,1830660,1209691,"Moderna, Pfizer/BioNTech",3040351,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-07,1846412,1212620,"Moderna, Pfizer/BioNTech",3059032,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-08,1873768,1232060,"Moderna, Pfizer/BioNTech",3105828,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-09,1914154,1292764,"Moderna, Pfizer/BioNTech",3206918,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-10,1954202,1348321,"Moderna, Pfizer/BioNTech",3302523,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-11,1975972,1369342,"Moderna, Pfizer/BioNTech",3345314,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-12,1979160,1370209,"Moderna, Pfizer/BioNTech",3349369,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-13,1981458,1370900,"Moderna, Pfizer/BioNTech",3352358,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-14,2001090,1373509,"Moderna, Pfizer/BioNTech",3374599,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-15,2030348,1384099,"Moderna, Pfizer/BioNTech",3414447,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-16,2095184,1425299,"Moderna, Pfizer/BioNTech",3520483,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-17,2154955,1458044,"Moderna, Pfizer/BioNTech",3612999,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-18,2186922,1470417,"Moderna, Pfizer/BioNTech",3657339,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-19,2193307,1471122,"Moderna, Pfizer/BioNTech",3664429,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-20,2197738,1471244,"Moderna, Pfizer/BioNTech",3668982,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-21,2215521,1474016,"Moderna, Pfizer/BioNTech",3689537,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-22,2252771,1487266,"Moderna, Pfizer/BioNTech",3740037,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-23,2330923,1519468,"Moderna, Pfizer/BioNTech",3850391,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-24,2422316,1541375,"Moderna, Pfizer/BioNTech",3963691,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-25,2467114,1550800,"Moderna, Pfizer/BioNTech",4017914,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-26,2475789,1552466,"Moderna, Pfizer/BioNTech",4028255,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-27,2480328,1553731,"Moderna, Pfizer/BioNTech",4034059,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-28,2512553,1554954,"Moderna, Pfizer/BioNTech",4067507,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-29,2560659,1558262,"Moderna, Pfizer/BioNTech",4118921,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-06-30,2665875,1564902,"Moderna, Pfizer/BioNTech",4230777,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-01,2768559,1572806,"Moderna, Pfizer/BioNTech",4341365,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-02,2819603,1576011,"Moderna, Pfizer/BioNTech",4395614,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-03,2828774,1576591,"Moderna, Pfizer/BioNTech",4405365,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-04,2834764,1577081,"Moderna, Pfizer/BioNTech",4411845,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-05,2861376,1577717,"Moderna, Pfizer/BioNTech",4439093,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-06,2903202,1581083,"Moderna, Pfizer/BioNTech",4484285,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-07,2980254,1589752,"Moderna, Pfizer/BioNTech",4570006,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-08,3049351,1598688,"Moderna, Pfizer/BioNTech",4648039,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-09,3076273,1602068,"Moderna, Pfizer/BioNTech",4678341,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-10,3080352,1602351,"Moderna, Pfizer/BioNTech",4682703,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-11,3083269,1602505,"Moderna, Pfizer/BioNTech",4685774,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-12,3096338,1604436,"Moderna, Pfizer/BioNTech",4700774,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-13,3119891,1613423,"Moderna, Pfizer/BioNTech",4733314,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-14,3168199,1642615,"Moderna, Pfizer/BioNTech",4810814,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-15,3211065,1671909,"Moderna, Pfizer/BioNTech",4882974,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-16,3227362,1681853,"Moderna, Pfizer/BioNTech",4909215,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-17,3227790,1682364,"Moderna, Pfizer/BioNTech",4910154,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-18,3228046,1682575,"Moderna, Pfizer/BioNTech",4910621,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-19,3236900,1685764,"Moderna, Pfizer/BioNTech",4922664,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-20,3258425,1694295,"Moderna, Pfizer/BioNTech",4952720,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-21,3323549,1714020,"Moderna, Pfizer/BioNTech",5037569,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-22,3391439,1736023,"Moderna, Pfizer/BioNTech",5127462,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-23,3413026,1743322,"Moderna, Pfizer/BioNTech",5156348,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-24,3413124,1743669,"Moderna, Pfizer/BioNTech",5156793,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-25,3413163,1743890,"Moderna, Pfizer/BioNTech",5157053,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-26,3421816,1746906,"Moderna, Pfizer/BioNTech",5168722,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-27,3443102,1755581,"Moderna, Pfizer/BioNTech",5198683,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-28,3510584,1781349,"Moderna, Pfizer/BioNTech",5291933,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-29,3577755,1807865,"Moderna, Pfizer/BioNTech",5385620,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-30,3599411,1818693,"Moderna, Pfizer/BioNTech",5418104,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-07-31,3599784,1819415,"Moderna, Pfizer/BioNTech",5419199,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-01,3599811,1819496,"Moderna, Pfizer/BioNTech",5419307,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-02,3608958,1828427,"Moderna, Pfizer/BioNTech",5437385,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-03,3624290,1845889,"Moderna, Pfizer/BioNTech",5470179,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-04,3666049,1889113,"Moderna, Pfizer/BioNTech",5555162,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-05,3701799,1937317,"Moderna, Pfizer/BioNTech",5639116,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-06,3712273,1958565,"Moderna, Pfizer/BioNTech",5670838,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-07,3712487,1959754,"Moderna, Pfizer/BioNTech",5672241,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-08,3712545,1960567,"Moderna, Pfizer/BioNTech",5673112,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-09,3715517,1981829,"Moderna, Pfizer/BioNTech",5697346,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-10,3722513,2015568,"Moderna, Pfizer/BioNTech",5738081,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-11,3743660,2096642,"Moderna, Pfizer/BioNTech",5840302,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-12,3762053,2180635,"Moderna, Pfizer/BioNTech",5942688,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-13,3767806,2219365,"Moderna, Pfizer/BioNTech",5987171,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-14,3768037,2221559,"Moderna, Pfizer/BioNTech",5989596,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
2021-08-15,3768078,2222609,"Moderna, Pfizer/BioNTech",5990687,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,Norway,
