location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Turkmenistan,2021-04-04,"EpiVacCorona, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",41993,https://covid19.who.int/,32240,9753
